"GeneSymbol","Log2FoldChange","DirectionalFoldChange"
"ADM",1.7626200069426,3.3931377667696
"BCORL1",2.37382858440605,5.1831479830137
"ZMIZ2",1.4737841739114,2.77749472933464
"CDCA3",-1.56358905936196,-2.95588278204118
"ESAM",1.94293273649378,3.84486444830122
"RAB3A",3.41791110542452,10.6879340481386
"CCDC96",2.21710477892787,4.64959410489682
"CHAC1",4.75153032141552,26.9372434961585
"MLXIPL",4.62106070062838,24.6080886508167
"AATK",-2.16935759990869,-4.49823053050285
"SUN1",1.96863848251683,3.9139856932777
"RRP9",1.00371903200415,2.00516232405124
"GDI1",1.02592464551827,2.03626403912436
"CLEC16A",1.88525724911131,3.69418790036452
"EDN1",-1.56071588177686,-2.95000189613385
"ABCG1",3.0506281747749,8.28572635627582
"RHOB",2.40166223517099,5.28411635657795
"GCDH",1.57159303287612,2.97232739236158
"SLC25A36",1.33770052341915,2.52748148443451
"C9orf152",-2.25188750794085,-4.76305599057835
"GSDMB",1.79596410869505,3.47247452125834
"PORCN",1.75511766676459,3.37553848351526
"CCDC85C",1.38815233667406,2.6174325075615
"LAMB1",1.04973058204653,2.07014322000711
"C19orf51",2.1858489726439,4.54994457931329
"FRY",1.77412155126076,3.42029686940558
"GEMIN6",-1.25419748061387,-2.38534423570202
"GLS",2.06943405109673,4.19721990136825
"ACSL3",1.23016832734462,2.3459435969303
"HK1",1.10883403367095,2.15671274283949
"C16orf70",1.48812145414543,2.80523465170244
"BAIAP2",2.4532555454977,5.47650522334097
"STK4",1.26204534625207,2.39835521060336
"CERS5",1.25705838073617,2.39007912575661
"SNRPE",-1.65922364533144,-3.1584651313735
"KRT86",3.64121698205629,12.4771539108633
"DNAJA1P5",-3.51820531251942,-11.457380333943
"CDC34",1.06721584247216,2.09538572266725
"SLC19A2",1.31673653761121,2.49101988400219
"LRIG1",1.28526517346528,2.43726846646028
"TUBB2A",2.05624845989897,4.15903394485231
"NNMT",-1.92253342602732,-3.79088167430719
"ZWINT",-1.11397208456872,-2.16440740843972
"SNN",1.95491342971547,3.87692662210049
"SNAR-G2",-1.21026050522064,-2.31379412833293
"MAP3K14",1.99024599539434,3.97304737233142
"STX5",1.12821372469224,2.18587927620472
"ISG15",1.24568447673011,2.37131032689844
"SGK1",1.22487552107167,2.33735281643614
"PTPN1",1.05315323128104,2.07506025737549
"CABLES2",2.28049025528743,4.85843024434193
"SYTL2",1.65859203219862,3.15708265526239
"SH3D19",-1.13393499365805,-2.19456498810882
"BIRC3",2.74881959080811,6.72166941972318
"SMARCD3",4.7212914776344,26.3785156137027
"PMM1",1.28772390153458,2.44142574820166
"MRPL15",-1.11444110542298,-2.16511117272393
"TMEM25",3.29692633060101,9.82819396644739
"LMCD1",2.46005715711345,5.502385263347
"HMGB3P1",-1.55966856627846,-2.94786113772114
"FYN",1.78986472888395,3.45782469473127
"CBX4",2.9757817587033,7.86682646108475
"IGSF8",2.23291570357941,4.70083063693709
"HENMT1",-1.55566143778616,-2.93968472588634
"DGKD",1.12972843822343,2.18817547849513
"LOC100133124",-1.02756359557739,-2.03857861798762
"PIF1",-1.88190249338266,-3.6856076392887
"UQCRBP1",-1.80896918342238,-3.50391841428652
"NPC1",1.63717788235619,3.11056764869013
"ATP5SL",-1.02495134927711,-2.03489076223536
"ULK1",1.46302360479371,2.75685541213731
"ABHD8",2.47703598405417,5.56752443215489
"KREMEN2",5.91653524032061,60.402453230309
"GTPBP2",1.17451610028988,2.25717159630828
"CBX6",1.30964154423321,2.47879943439642
"ENTPD8",2.25363381747228,4.76882492024916
"C19orf28",1.49446791981314,2.81760215911632
"KLHL29",3.28504111592087,9.74755990490192
"BCL6",1.42066745786816,2.67709337109538
"SH2D5",2.99225587797399,7.95717251707948
"DBP",2.74264738867799,6.69297390145865
"TGIF1",-1.73002686756031,-3.31733996208077
"SNORA64",1.30018675255304,2.46260758323597
"CAMK2N2",3.39341702950509,10.5080060383426
"TMEM80",-1.11423675999287,-2.16480452493662
"MRM1",-2.46510190894018,-5.52165943820829
"FGFRL1",1.09999294237987,2.14353643893207
"RNF24",3.01957829566149,8.10930511623384
"BAIAP3",2.9107143727323,7.51990466890968
"FZD5",1.57789041481341,2.98532999630595
"XLOC_002075",-2.69040107845546,-6.45492833574996
"PDXP",2.00581291262204,4.01614932860089
"UBN1",1.00696060867537,2.00967276802212
"SERTAD2",1.549884931167,2.92793785131716
"XLOC_002872",2.37196210503333,5.17644664751223
"SLC25A29",1.08430092611426,2.12034779572274
"HLA-F-AS1",-1.09983141013647,-2.14329644998316
"EPC2",-2.92093036904218,-7.57334351741862
"LARP7",-1.98948943616624,-3.97096442509538
"XLOC_l2_002351",3.20525240961326,9.22310428000388
"HBEGF",2.81952425757052,7.05929571647151
"CCDC137",-1.2098476996882,-2.31313216558087
"NSA2",-1.40574444711914,-2.64954466341591
"CHCHD8",-1.04697738252858,-2.06619638286491
"ESRP2",-1.22801748932454,-2.34244875901284
"HMMR",-1.79119852355747,-3.46102298725542
"FKBP14",2.08601066870968,4.2457242327545
"MRPS28",-1.1873133733634,-2.27728266179523
"SLC38A2",1.10335146139255,2.14853229305285
"SEC16A",1.04267232492842,2.06003996329692
"SPR",-1.15248647110155,-2.22296690665754
"PI4K2A",1.71152587300075,3.27507029613601
"C10orf54",1.76394101659816,3.39624613021523
"LRRC8E",1.82974294799595,3.55473730337454
"C1orf31",-1.11276937387036,-2.16260379013801
"ENO2",2.20563625430242,4.61277925678562
"ST6GALNAC4",1.8294507671819,3.55401745555973
"PCYOX1L",2.63964759184896,6.23179420651428
"ADARB1",2.73932495296133,6.67757813909762
"ULBP1",4.14043992024644,17.635858727405
"ZBTB45",-1.11530043161142,-2.16640118266609
"B3GALT4",-3.25671992534711,-9.55807392158811
"MAPK11",2.78623352269525,6.89826486154241
"SMARCE1",-1.20597568051968,-2.30693232188207
"KRT8",-1.94394764102212,-3.84757017826952
"DHX16",1.09016270045378,2.12898044790692
"NMI",-2.63271693637635,-6.20192868350925
"ANGPTL4",8.67001979757156,407.320269149883
"PPAP2A",1.20996390381089,2.31331848792338
"ZCCHC14",1.18534662329905,2.27418027758066
"STK11IP",-1.24421823813085,-2.36890154305391
"HNF1A-AS1",-2.99434088044225,-7.96868064472631
"SLC16A3",1.71069237828013,3.2731787214515
"HK2",1.32512561805468,2.50554703024161
"RGS16",1.82923034578789,3.55347449837302
"TRAF3IP1",1.80159045872129,3.48604322627942
"C18orf8",2.13301966905786,4.38634615542232
"SCAF11",-1.51178322675669,-2.85162292975897
"ABCA7",1.37841020029318,2.59981722372297
"CYB5R1",1.02528005845616,2.03535445238447
"C12orf34",2.15868520631729,4.46507746907765
"APC2",3.95544296667464,15.5133995910791
"PDLIM7",2.40939641605176,5.31252017896915
"CEP72",1.38859017905246,2.61822699063818
"DUSP1",2.7570689557583,6.76021418208419
"PCNXL2",1.50144328505241,2.83125812444076
"KLF9",3.35304465923166,10.2180263719707
"GJC2",-1.00963335495807,-2.01339935183687
"EFNA4",1.45778307211425,2.74685940991511
"PLIN4",2.43207295488538,5.3966830324796
"ALDOC",1.94416432322399,3.84814809845736
"FTHL17",-2.15285434776255,-4.4470676384028
"MAP7D1",1.13694614801972,2.19915020865121
"CCNB1",-1.13976689955658,-2.20345418447423
"YIF1B",1.30847934685631,2.47680338252126
"EPHA2",1.32524279729499,2.50575054520004
"DDX28",-1.34072130445713,-2.53277918542495
"RABEP2",-1.17383607075979,-2.25610790537053
"C9orf5",1.00615467597913,2.00855041809006
"RCCD1",-1.55708189786182,-2.94258052923963
"SPTSSA",1.07531429477897,2.10718107665978
"MEPCE",-2.41536169431552,-5.33453194733815
"ZYX",1.02076374548615,2.02899279981787
"RAB43",1.11016431772201,2.1587023273574
"PPP1R15A",2.03438685274976,4.09648591032543
"ENC1",-2.07115256578851,-4.2022225398754
"MAPKAPK2",1.13528567509928,2.19662054808768
"MLH1",-1.00407664718003,-2.00565942519781
"AHR",1.57087004362327,2.97083821944092
"C8orf84",-1.02964379055107,-2.04152012648018
"CRYM",2.4887517146847,5.61292084708379
"ZNF324",1.59921947504812,3.02979351467179
"ADM2",3.53207952145686,11.5680959730947
"CTSL2",1.16777215029161,2.24664495780433
"TSPAN5",1.28366944478307,2.43457415546796
"NAE1",-1.10526593199026,-2.15138530924159
"DBN1",1.34942193421662,2.54810006543619
"C17orf28",1.20461944568818,2.30476466224358
"B9D2",-1.89298403755536,-3.71402631581095
"FAM104A",1.03919267235075,2.05507731661725
"OASL",2.0312492567932,4.0875864888888
"FAM126B",2.09719045141222,4.27875315614135
"UNC50",-1.55232096381856,-2.9328859360871
"GPC2",2.33851897927053,5.05783151536113
"IFITM10",4.20135539293448,18.3964487844516
"ZNF784",-1.89566633310906,-3.72093795177244
"RELL2",1.03638195745927,2.05107743226132
"MMP24",-2.75256928411465,-6.73916236209438
"ARID5A",2.69076548511309,6.45655897555178
"RRS1",-1.2404694834787,-2.36275408791754
"TULP3",1.22986467944633,2.34544989184112
"SMARCAL1",-1.69491680883182,-3.23758216976328
"GPSM1",3.64618256661355,12.520172779484
"SELRC1",-1.67960833573513,-3.20340972748397
"CXCR4",-1.18621936109901,-2.27555642672102
"PACSIN2",1.68102864402877,3.20656498179908
"CCND3",1.21907984257843,2.32798190194578
"ZNF33B",-1.61430478287259,-3.06164027158139
"NOSIP",1.23629348842177,2.35592479780941
"TRIM8",-1.51104589289287,-2.85016589214115
"C15orf44",-1.89493065780162,-3.71904101287044
"GPANK1",-1.04679289565612,-2.06593218168142
"CCNE1",1.20526077057299,2.30578943287821
"RNF114",1.49456540839858,2.81779256202338
"RBMXL1",-1.29254611442255,-2.44959987515472
"RHPN2",1.98205329750535,3.95054938829323
"KIAA0913",1.0169857703698,2.02368644187454
"SDF2",1.04777847256248,2.06734400513802
"MRPL19",-1.15935072820731,-2.23356885255595
"XLOC_l2_013460",-1.89979996437559,-3.73161452651328
"PNPLA8",1.01506980473405,2.02100067663386
"LOC729668",1.25734721723512,2.39055768233116
"TCAP",2.10957663513694,4.3156463158083
"CPSF7",-1.0697207918153,-2.09902709825365
"RNF135",-2.030318408434,-4.08494996776977
"GEMIN4",-1.1870934410416,-2.27693552683258
"LRP6",1.1508249127019,2.22040817935494
"PHGDH",1.05291015693474,2.07471066760637
"RAB11FIP1",2.32253797262259,5.00211412198853
"MED26",1.28679684215289,2.43985741980528
"TXNIP",-1.97170871114888,-3.92232399507148
"DEGS1",1.4584714740986,2.74817042480852
"CALU",1.07259591261899,2.10321438231639
"KDM3B",-1.5432026795683,-2.91440763475615
"SMAD7",1.66918769363276,3.18035473884656
"SRSF4",-1.00844899080828,-2.01174715271828
"CTIF",2.26977203762687,4.82246924507268
"RAB26",1.15942668374737,2.23368644940745
"C11orf93",-2.07924111625101,-4.22584870446989
"MAP3K3",1.00115693445804,2.00160449497238
"SPRYD4",-1.95874570636158,-3.88723871549538
"ASCL2",-1.60432565028658,-3.04053595600448
"ITGA3",1.15363921667875,2.2247438166929
"FAM53C",1.59541817835205,3.02182094663178
"LAMA5",1.03230317123245,2.04528681730857
"CIC",1.04752057170556,2.06697447303136
"ZNF217",1.27525496503461,2.42041589661683
"CDC42BPB",1.03940957260755,2.05538630798022
"ANKRD35",3.7853304373611,13.7878961972945
"XLOC_l2_006021",4.12611521952763,17.4616165333199
"C3orf32",3.93258943370218,15.2695901440406
"C7orf49",-1.81797453153561,-3.52585838771096
"BCL3",1.06432814731124,2.09119579797111
"KIF20A",-2.19805385656182,-4.58859938852695
"LOC283174",1.84996721087884,3.60491991802111
"PPRC1",-1.04953433639017,-2.06986164353131
"SLC6A8",1.16269842183398,2.23875774282639
"HERC1",1.31118799066217,2.48145792122921
"SNX7",-1.05751866035755,-2.08134865997729
"TGFBI",1.05411093234435,2.07643819735093
"GATSL3",2.47874917036647,5.57413974023191
"XLOC_003734",1.7888850905536,3.45547751276295
"CUL1",-1.69754336439087,-3.24348184694288
"PI4KAP1",2.31990094264203,4.99297935924135
"BLVRA",2.11893099130472,4.34371964638499
"PCBP4",1.13129341298613,2.1905504068886
"CHTF8",-1.28813674539719,-2.44212449037268
"EPHB6",1.30648489997553,2.47338170318111
"PCYT2",1.27587459223011,2.42145567119475
"NUMBL",2.24580647829202,4.74302173065413
"VNN1",-1.58566733782044,-3.00146602563291
"SP5",-1.0969431036882,-2.13900981686866
"LOC389602",-2.03597607054159,-4.10100092917802
"STXBP3",-1.69970620769584,-3.24834802022883
"AKAP8",-1.87690697941654,-3.67286782623483
"CDH3",2.21913476123814,4.65614104450819
"HIST1H4H",-1.39586043852078,-2.63145447966504
"LARP6",2.33417298974675,5.04261817709161
"MAPKBP1",1.75352755464654,3.37182007622181
"UBE2Z",-1.34278506915807,-2.53640490018031
"SRSF8",-1.87322792865457,-3.66351349150536
"ITGA7",2.32448627482119,5.00887384124377
"DUSP5",3.20313953435074,9.20960662082484
"ST6GALNAC6",1.64570744642041,3.12901255302895
"SLC31A1",1.43194816381409,2.69810812362659
"JUN",1.43188518829022,2.69799035025157
"LOC100293704",-1.76471140656511,-3.39806018833128
"SEMA3F",2.08705587294042,4.24880129109867
"MCAM",1.99048975535008,3.973718721193
"PDPK1",1.27118051715986,2.41358982087918
"GTF2H5",-1.0674907573131,-2.09578504997142
"ZSWIM6",2.52004948434361,5.73601773371459
"TUBGCP6",1.59681438539128,3.0247468109233
"SEMA4C",-1.52981557188531,-2.88748924287294
"CCDC75",1.6107585356188,3.05412378335974
"ZC3HC1",-1.8554408042491,-3.61862298345993
"PPM1N",1.71116685984423,3.27425539970525
"ULBP2",2.35295647874851,5.10870092215239
"C5orf45",1.09324327727636,2.13353130222542
"DPF1",3.79253750114224,13.8569467333513
"MRPL50",-1.00985043594634,-2.01370232896866
"HIST1H2AI",-2.3522767225406,-5.10629441690691
"C4orf32",2.18203944032545,4.53794599619058
"CREB3L3",7.5564932694004,188.24833172179
"RNASE1",2.5007449750454,5.65977607522951
"SYNCRIP",-1.0730176385721,-2.10382927993346
"NUB1",1.1562913570061,2.22883737722523
"LOC100288420",-4.45838365367942,-21.9840251356955
"MAN1A1",1.52802213212748,2.88390198400742
"NOX1",-2.84830968069018,-7.20156111848987
"TAOK2",1.39759982065955,2.63462900032853
"HOXB8",-2.72420314850442,-6.60795173164175
"ACSF2",1.38200959198756,2.60631162714659
"GAS2L1",1.35322835063777,2.55483186671236
"FAM83D",-1.37376851218624,-2.59146608348963
"ACOT1",-1.50721243897113,-2.84260263297352
"MRPL54",-1.09601143373635,-2.13762892362441
"HIST1H2AG",-1.88350548497187,-3.68970502737873
"RANBP10",1.020643756497,2.02882405544413
"XLOC_l2_001118",-1.01297086791648,-2.01806251690164
"PRMT6",-2.347493714125,-5.0893934036646
"HSPA5",1.13613392579879,2.1979124585344
"ZFPM1",1.31355261419068,2.48552844544472
"MIB2",1.36158946632446,2.56968134169949
"LUC7L2",-1.55525772336458,-2.93886221867009
"C1orf135",1.36187369710331,2.57018765416392
"ATF5",-2.6833177981499,-6.42331388720772
"ADRA2A",-1.95927644232096,-3.88866900869059
"TMEM151A",4.11203331003087,17.2920056788855
"MAD1L1",1.3390944876364,2.52992477376724
"IRF1",1.76336427272698,3.39488868972276
"TNNT1",1.96069972865815,3.8925072560862
"TOX2",3.19650127331523,9.16732787530714
"XLOC_013717",-1.2261602238953,-2.33943512839776
"SOCS4",1.08708841452033,2.12444856429244
"CGNL1",2.1318241505277,4.38271282626833
"AURKAPS1",-2.06260458571346,-4.17739795206449
"ARRB2",1.12920524742369,2.18738208440605
"CCDC28B",2.27540010504839,4.84131882182691
"CLIP2",2.72369594599833,6.60562900888779
"CCNA2",-1.46336238506524,-2.75750286559529
"CASP5",-1.33324526285472,-2.51968827869807
"MT1M",-2.3151498705885,-4.97656356358903
"GEM",3.98547734728443,15.8397465631276
"UBE2H",1.71330892403888,3.27912051288568
"MDC1",-1.17517775835736,-2.25820703226677
"HYAL1",3.98572691973216,15.8424869248525
"LOC338799",-1.32970169157877,-2.51350697334624
"ZDHHC3",1.01181448328502,2.01644559759537
"PFKFB4",2.09852767689581,4.28272094566093
"JAG2",2.25325002493927,4.76755646370021
"EPHB3",1.10182779971195,2.14626437907187
"CYHR1",1.71656406696381,3.28652752305734
"KCNMB4",1.70588189895688,3.26228290736249
"LOC100128737",-2.53587554396665,-5.79928702661959
"LIPT2",-2.138606611259,-4.40336553526954
"PIGW",-2.62587549571011,-6.17258798415631
"XPO1",-1.10450676098439,-2.15025351100907
"SBF1P1",1.41365188394188,2.66410673521671
"ADRB2",5.20172190953674,36.8022459901046
"CPT1A",1.14204137413167,2.2069307703375
"NQO2",1.09857026143878,2.14142368106251
"PELI3",1.5796678223159,2.98901020433709
"ASAP3",4.41412418623145,21.3198323195022
"RDH13",1.34913311552371,2.54759000249903
"TTC27",-1.20649937722553,-2.3077698877746
"SLC17A9",-1.16858894361991,-2.24791727393574
"TTBK2",1.52051293241743,2.86893032749902
"DUS3L",-1.11581272340894,-2.16717059449227
"PLK1",-1.4071117446773,-2.65205692905892
"QSER1",-1.2246837216352,-2.337042097163
"MTMR1",-1.61795509084723,-3.06939664433274
"HCG11",-2.41289546744163,-5.32542057790631
"ACSS2",1.35452375387712,2.55712689348684
"SAMD10",-1.43475337294963,-2.70335949037172
"XLOC_l2_012902",-2.2280902230633,-4.6851337139591
"LIN7B",1.53243338782288,2.89273344018484
"ING5",-1.85113006672418,-3.60782676387148
"PLIN3",1.53994473506852,2.90783364290468
"SUMO3",-1.03741925246232,-2.05255268333977
"DHDH",3.9105114452391,15.0376940077695
"SCPEP1",2.0334327613629,4.09377769429398
"RASL10A",3.92335983363118,15.1722151886865
"RAB9A",1.25021796531209,2.37877359282888
"TMEM109",-1.08533325406715,-2.12186556459385
"MTRNR2L9",-1.68167072974413,-3.20799241292235
"C20orf195",2.22366746278888,4.67079284955051
"FAM57A",-2.3903982668338,-5.24302079105723
"FBXL16",2.58721572596917,6.00937822199262
"NUP35",-1.45241547417952,-2.73665861029568
"KAT5",-2.14353912450277,-4.41844622096592
"LIPH",1.03741168887442,2.05254192249184
"ATF1",-1.43157124662276,-2.69740331043104
"RFX1",-1.69110265145073,-3.22903404389581
"KIFC2",2.14465025670568,4.42185052250957
"SNHG7",1.20727111713095,2.30900471183891
"MTRNR2L8",-1.08692555866743,-2.12420876354021
"LOC650368",1.15043647155189,2.21981042183847
"FAM84B",-1.35485573505351,-2.55771538630808
"RCOR2",2.65936806931706,6.31756266383368
"DENND5A",1.6312519729764,3.09781711142682
"PLEKHO2",1.71309545249457,3.27863534650323
"ENPP4",1.1896238712759,2.28093268640099
"CA12",1.03692700469564,2.05185247151601
"MXD1",1.26603838267507,2.40500248165867
"MGC23284",2.79926467176984,6.96085571870288
"C20orf134",-2.12045729608452,-4.34831753307614
"SLC25A42",3.68519044562042,12.8633137852856
"ZNF628",-1.44378892777858,-2.72034367822135
"BCL2L11",1.27274085725977,2.41620163985068
"PHF1",1.55368512279538,2.93566047590509
"ZBTB48",1.51836937069739,2.86467082519966
"RPPH1",1.28772991034525,2.44143591673709
"LOC100507567",-1.99602225231909,-3.98898653158954
"TRIM29",1.08160618793286,2.1163910002271
"AVEN",-1.17543675592953,-2.25861246974616
"IPO8",-1.16589350250351,-2.24372132694075
"HNRNPM",-1.12745870093933,-2.18473561178279
"ABHD6",1.50585340291664,2.83992612800301
"CSRP2",3.534979642529,11.5913736726147
"AFAP1-AS1",1.21864155618621,2.32727477549823
"FOSB",2.94552710633044,7.70356962436387
"XLOC_l2_012150",-1.3737431449796,-2.59142051760368
"NFKB1",-1.60611874520426,-3.04431732274354
"ARFGAP3",1.0069803155154,2.00970021981832
"LOC728769",-1.96595999357139,-3.90672577950018
"FASTKD2",-1.50684380970687,-2.84187640003695
"SMAGP",-1.42002578850184,-2.67590294151814
"ESYT1",1.02373283286955,2.03317279629042
"HOXC4",-1.31173490672924,-2.48239880370542
"CASP6",-1.0261947219484,-2.03664526896566
"C20orf29",-2.24270615347978,-4.73284000924701
"BIK",2.27790505172059,4.84973208968471
"GRINA",1.06490114331934,2.09202652435203
"C1orf226",1.584587296816,2.99921988686002
"HNRNPA1",-2.49649885499524,-5.64314279015723
"KLF4",2.2709431397271,4.82638545503506
"ING3",-1.53326389354834,-2.89439915833321
"PP7080",-1.53707900256906,-2.90206332948919
"XLOC_000027",6.94816005213806,123.482265950999
"TRUB2",-1.00221322649642,-2.00307053805316
"ISG20",1.15948148608227,2.23377130001994
"C4orf19",1.13588291253,2.19753007890286
"HNRNPH3",-1.15305055031396,-2.22383623423905
"USP22",-1.15008065838202,-2.21926301551272
"GTF2B",1.19643844669095,2.29173216607792
"SLC37A1",-1.15274467836096,-2.22336479917418
"TMEM101",-1.33713322222924,-2.52648781540559
"PLA2G12A",1.00701932199865,2.00975455728778
"PPFIA1",1.31248042601803,2.48368192619025
"EREG",1.58374545307854,2.99747028774772
"SPOP",-1.65073027361987,-3.13992537911449
"SH2D3C",6.80431994950581,111.764635194488
"SGTB",2.19209791105451,4.56969510732376
"MYO9B",1.17927150964589,2.26462395761981
"SKI",2.06574959642336,4.18651442603965
"RLF",1.13850339091919,2.20152524972047
"NEURL",-1.38086327236753,-2.60424155729017
"PLCD1",2.01679475622959,4.04683704335875
"QSOX1",1.25890943950693,2.3931476996763
"UNC119",1.89497962703619,3.71916725000124
"ZBTB5",1.16222130581375,2.23801748203019
"PEF1",-1.21309611492579,-2.31834635104741
"ADC",6.78563778948319,110.326671097232
"PPM1J",3.21667808693269,9.2964382852815
"PPCS",-1.29289272234386,-2.45018846296934
"TMEM30B",-1.16419513438805,-2.24108152951995
"XLOC_l2_009888",-1.59295439453759,-3.01666479117717
"EPC1",-2.65082167068641,-6.28024860954362
"HMGB3",-1.70079683916128,-3.25080459622158
"SLC41A1",1.47703044412821,2.78375152649543
"C12orf32",-2.11804773906673,-4.34106113172953
"LINC00261",-4.19494296420725,-18.3148624918489
"DNAJB1",1.25333369255792,2.3839164806316
"C3orf75",-1.83817538530508,-3.57557529793597
"ARMC6",-1.18755627905103,-2.2776661187739
"ALDH1A3",1.70972301781405,3.27098018035144
"ATP1A3",2.27797983497731,4.84998348596018
"PLXND1",1.09602541946955,2.13764964626632
"LOC157562",2.78435898588675,6.8893075602293
"SLC9A5",2.47489695548659,5.55927579383751
"PRKAG2",1.21032711264323,2.31390095577508
"NDC80",-1.07964030789139,-2.11350907625308
"MARCH9",1.06931831178682,2.09844159776274
"TP53I3",-1.3905653803469,-2.62181407383435
"CDON",2.66139529038334,6.3264461062789
"NEURL3",3.51568302251187,11.4373666875064
"SNX30",1.43350300879041,2.70101754050435
"KLK8",1.42605653071418,2.68711214146443
"YARS2",-1.3768696018335,-2.59704246085296
"SLC31A2",1.72531582672015,3.30652503933959
"TFB2M",-1.09628156523456,-2.13802921263285
"CENPA",-1.92635355445251,-3.80093289402585
"TRIM52",1.53131121774834,2.89048426300951
"MAPRE2",1.64829469632951,3.13462898657917
"TPMT",1.25814335810583,2.39187725844161
"ZNF385A",1.61966706737901,3.07304111102635
"USP11",-1.07659017824502,-2.10904543925815
"SPATA13",1.34133232933957,2.53385212102963
"DGCR14",1.97920533748732,3.94275847709115
"TRAF7",-1.2118299523613,-2.31631257707198
"WDR6",-1.33863060433879,-2.52911143404121
"SET",-4.28502440204501,-19.4948939567194
"C11orf46",-1.82199040765259,-3.53568661571952
"LOC728431",1.19821463298845,2.29455538923052
"SAFB",-1.26586401707645,-2.40471182816294
"CDA",1.25673676431608,2.38954637074199
"C6orf154",1.64411549032366,3.12556171749199
"XLOC_l2_015127",1.45097512109079,2.73392775758796
"HAUS6",1.11556639558706,2.16680060026215
"SH2B3",3.45460388867421,10.9632519183117
"DCTN4",-1.19321879970093,-2.28662343474741
"FAIM",-2.1395287955487,-4.40618110786347
"ALAD",1.44789787029659,2.72810253804528
"TM2D2",1.15890322462593,2.23287613855303
"C11orf92",-4.1363959475795,-17.5864934311733
"LCMT2",-1.55100503009976,-2.93021196568034
"AHNAK2",4.128592417549,17.4916249817425
"YIPF1",1.01319862268514,2.01838112868748
"DAGLB",1.43592626562683,2.70555818080833
"SLC46A1",1.65109095470645,3.14071047453941
"LOC401397",-1.1886587766206,-2.27940736070257
"KIAA0930",1.35973266500021,2.56637619513382
"HERPUD1",1.4667186146601,2.76392528047405
"PITPNM1",1.92241207277108,3.79056281517578
"INTS10",-1.06096480642508,-2.08632629191267
"PLCE1",1.92226787905015,3.79018397694057
"NIF3L1",-1.37634394047607,-2.59609637304466
"CALCOCO1",1.32684996921065,2.50854352346023
"TLCD1",-1.05945047351292,-2.08413751679192
"ATP7B",1.16834093756903,2.24753087961499
"MAST3",1.41387283780443,2.66451478385867
"PLAG1",1.12483904630771,2.18077215478954
"WDR19",1.24522247666977,2.37055107418993
"XLOC_007725",-1.14871829800444,-2.21716831855774
"ACSL1",1.18768989843323,2.27787708119156
"MSL1",-1.05323974546759,-2.07518469637884
"PMEL",2.34975594889358,5.09738014650691
"HIST1H3J",-2.57589838960313,-5.9624215933296
"ANKRD27",1.09135376850846,2.1307388289648
"HCN3",1.9174693661138,3.77759847982884
"XLOC_l2_002767",-1.09042728730135,-2.12937093367585
"DFFA",1.00462972287558,2.00642846793104
"INSR",1.34082398798082,2.53295946187959
"PLEKHM3",2.0504453368199,4.14233817138785
"DNAJB12",-1.23790010170363,-2.35854986291654
"ARID3A",2.12570188751448,4.36415362454087
"TMEM189",1.26137276006523,2.39723735507341
"OVGP1",1.9100491113492,3.75821892968696
"TSEN2",-1.28977175832046,-2.44489373018608
"TSPAN13",1.04767112352866,2.06719018252217
"SMG9",-1.22778448676355,-2.34207047221467
"RBMX",-1.24050753589424,-2.36281640856296
"XLOC_l2_015760",-1.21330853861936,-2.31868773154618
"PREPL",1.03794248863418,2.05329723749376
"TBC1D10A",1.28187575597287,2.43154915380192
"RNASEH2B",-1.12416304827742,-2.17975055818474
"MAP4K2",1.40704960891231,2.65194270946793
"LINC00482",1.63026224363807,3.09569265064176
"PRR5-ARHGAP8",1.24615842835894,2.37208947355719
"LOC100499467",2.03735576202426,4.10492471228228
"CDKN1A",4.20553466867112,18.4498178597307
"DET1",-1.165420013768,-2.24298506430155
"QSOX2",1.0484718833615,2.06833788338198
"AGPAT4-IT1",3.35985553042017,10.2663790673591
"HS6ST1",1.11613968604295,2.16766180301952
"PIGH",1.57704589499443,2.98358296557275
"XLOC_000063",-1.28249175896165,-2.43258760012904
"RACGAP1",-1.19287151004822,-2.28607305849865
"SLC26A6",1.04492040248457,2.06325252005733
"C19orf42",-1.2027146865785,-2.30172373910221
"FLJ38717",-3.05390829180368,-8.30458624762522
"HOXA3",-1.21220594137904,-2.31691632322898
"AGPAT4",2.84621483132859,7.19111175967239
"LOC100132356",-2.29287508581238,-4.90031702060789
"TMEM121",6.3379978611544,80.8960783696396
"USP16",-1.16466925750666,-2.24181815309547
"C17orf76",1.39614029012393,2.63196497437317
"RNF122",1.57941242733306,2.98848111771574
"EGFL7",2.76144183952709,6.7807358285526
"LOC100506546",6.31337151503607,79.5269267422777
"TMEM185A",1.18818545468253,2.27865965136986
"STIM1",1.16783510645665,2.24674299878518
"FZD4",1.95708185151594,3.88275816168625
"LDHAL6A",-1.3872915917739,-2.61587135314293
"RHOD",1.32432222676175,2.50415215866776
"MTIF2",-1.1990770462115,-2.29592743698123
"DGAT1",1.58163198041641,2.99308236561558
"GNA11",1.24621964913474,2.37219013532908
"PHF14",-1.19212443210786,-2.28488955638535
"SNRPB2",-1.06007743997373,-2.08504343817953
"HIST1H2BF",-1.74285236103271,-3.34696244001903
"C6orf228",1.03051823769681,2.0427579089151
"NCBP2",-1.53846007142383,-2.90484275837083
"NRIP1",-1.38569820456106,-2.61298384402773
"LEPRE1",1.22310860783936,2.33449194041786
