"","HT.29.cells.treatment.sample.3","HT.29.cells.treatment.sample.2","HT.29.cells.treatment.sample.1","HT.29.cells.control.sample.3","HT.29.cells.control.sample.2","HT.29.cells.control.sample.1"
"LOC124901040",9.64020649898885,4.14777778011242,4.00628766213013,16.9988437807711,0.936129103459874,2.16602076773403
"LOC285638",10.6042271488877,1.0369444450281,1.00157191553253,12.2769427305569,7.48903282767899,1.08301038386702
"PJA2",3137.88721542087,2364.23333466408,1937.04008463992,3464.93099064717,2489.1672860998,1308.27654371136
"MAN2A1-DT",4.82010324949442,12.4433333403372,2.00314383106507,7.5550416803427,2.80838731037962,9.74709345480315
"MAN2A1",1520.26056489054,1162.4147228765,913.43358696567,1952.97827436859,1435.08591560399,689.877614523289
"TMEM232",3.85608259959554,12.4433333403372,9.0141472397928,14.1657031506426,14.978065655358,0
"SLC25A46",1500.98015189256,1345.95388964648,1257.97432590886,1760.32471151985,1524.95430953613,1102.50457077662
"WDR36",1001.61745524494,826.444722687399,616.96829996804,1110.59112701038,911.789746769917,543.671212701242
"CAMK4",160.027427883215,93.3250000525293,113.177626455176,185.098521168396,160.078076691638,66.063633415888
"STARD4",1129.83220168149,1019.31638946263,770.208803044518,1390.12766918306,1051.27298318544,607.568825349396
"STARD4-AS1",60.7333009436297,30.071388905815,31.0487293815085,67.9953751230843,35.5729059314752,12.9961246064042
"NREP",473.334139100352,522.620000294164,538.845690556503,413.638531998763,395.982610763527,548.00325423671
"EPB41L4A",602.512906186803,482.179166938068,450.70736198964,681.842511650929,518.61552331677,330.31816707944
"EPB41L4A-AS1",583.232493188825,659.496667037874,691.084621717448,461.801922710948,537.338105385967,774.352424464917
"SNORA13",2.89206194969665,3.11083333508431,4.00628766213013,2.83314063012851,2.80838731037962,5.41505191933508
"EPB41L4A-DT",11.5682477987866,7.25861111519673,15.023578732988,6.61066147029987,2.80838731037962,8.66408307093613
"APC",676.742496229017,462.477222482534,419.658632608131,1009.54244453579,541.082621799807,296.744845179563
"SRP19",863.7625023094,890.735278279141,836.312549469665,897.161199540696,872.472324424602,1007.19965699633
"REEP5",2691.54565451769,2795.60222379577,3015.73303766846,2901.1360052516,2901.06409162215,3387.65648073603
"LOC105379123",1.92804129979777,4.14777778011242,2.00314383106507,3.77752084017135,7.48903282767899,3.24903115160105
"DCP2",529.247336794488,432.405833576719,393.617762804285,782.891194125513,614.100691869677,275.084637502222
"MCC",230.400935325833,179.391388989862,144.226355836685,275.759021332509,203.140015450793,149.455432973648
"LOC124901046",9.64020649898885,3.11083333508431,7.01100340872773,8.49942189038554,8.42516193113886,3.24903115160105
"YTHDC2",1060.42271488877,769.412778210853,729.144354507684,1361.79626288177,967.957492977509,489.520693507891
"TRIM36",240.041141824822,170.058888984609,148.232643498815,223.818109780153,229.351630347669,184.111765257393
"PGGT1B",616.973215935286,558.913055870148,583.916426755467,720.562100262685,596.31423890394,384.468686272791
"CCDC112",194.732171279575,195.982500110312,206.323814599702,254.038276501523,162.886464002018,179.779723721925
"FEM1C",527.31929549469,428.258055796607,431.677495594522,619.513417788102,499.892941247573,327.069135927839
"TICAM2-AS1",3.85608259959554,2.07388889005621,3.0047157465976,4.72190105021419,2.80838731037962,1.08301038386702
"TMED7",2958.57937453968,2626.58027925619,2291.59654273844,2767.97839563556,2678.2653649987,1862.77786025127
"LOC124901049",4.82010324949442,6.22166667016862,4.00628766213013,4.72190105021419,1.87225820691975,2.16602076773403
"ATG12",1133.68828428109,1065.97888948889,984.54519296848,1134.20063226145,1182.33105766982,860.993255174278
"AP3S1",764.468375369815,826.444722687399,827.298402229872,705.452016902,680.565858215328,685.545572987821
"LVRN",4.82010324949442,3.11083333508431,2.00314383106507,7.5550416803427,5.61677462075924,0
"ARL14EPL",2.89206194969665,7.25861111519673,6.0094314931952,5.66628126025703,2.80838731037962,4.33204153546807
"COMMD10",357.651661112486,335.970000189106,438.688499003249,422.137953889149,358.537446625132,419.125018556535
"SEMA6A",13.4962890985844,6.22166667016862,8.01257532426026,12.2769427305569,10.2974201380586,9.74709345480315
"LINC00992",2.89206194969665,4.14777778011242,1.00157191553253,0.944380210042838,2.80838731037962,3.24903115160105
"LOC124900192",0,4.14777778011242,1.00157191553253,4.72190105021419,3.74451641383949,5.41505191933508
"DTWD2",357.651661112486,354.635000199611,290.455855504435,330.533073514993,380.068416004709,307.574949018233
"MIR1244-2",958.236525999491,1067.01583393392,1103.73225091685,868.829793239411,874.344582631522,1050.52007235101
"DMXL1",871.474667508592,549.580555864895,510.801676921592,940.602689202667,644.992952283853,373.638582434121
"TNFAIP8",892.683121806367,883.476667163944,897.408436317149,704.507636691957,716.138764146803,630.312043410604
"HSD17B4",3321.05113890166,3081.79889062352,2941.61671591905,3744.46753281985,3275.5157330061,2643.62834701939
"LOC107986444",0,2.07388889005621,0,3.77752084017135,2.80838731037962,2.16602076773403
"PRR16",4.82010324949442,4.14777778011242,7.01100340872773,0.944380210042838,8.42516193113886,5.41505191933508
"SRFBP1",240.041141824822,216.721389010874,193.303379697779,301.257287003665,222.79872662345,153.787474509116
"LOX",4235.9067356557,4343.76028022273,3620.68247465011,2957.79881785417,2864.55505658721,2747.59734387062
"ZNF474",5.78412389939331,1.0369444450281,2.00314383106507,0,0,2.16602076773403
"SNCAIP",7.71216519919108,4.14777778011242,4.00628766213013,9.44380210042838,29.956131310716,10.8301038386702
"SNX2",2848.6810204512,2335.19889020329,2298.60754614716,3726.52430882904,3392.53187093858,1812.95938259339
"LOC105379154",14.4603097484833,15.5541666754216,29.0455855504435,24.5538854611138,21.5309693795771,24.9092388289414
"SNX24",1098.98354088473,1006.87305612229,963.512182742297,1194.64096570419,1309.64461574036,989.871490854453
"LOC124901213",7.71216519919108,6.22166667016862,3.0047157465976,9.44380210042838,14.978065655358,3.24903115160105
"PPIC",2450.54049204296,2687.76000151284,2580.0492544118,2457.27730653146,2680.13762320562,3141.81312359821
"PPIC-AS1",0.964020649898884,5.18472222514052,3.0047157465976,16.0544635707282,13.1058074484382,3.24903115160105
"PRDM6-AS1",277.637947170879,289.307500162841,341.536023196594,306.923568263922,292.072280279481,374.721592817988
"PRDM6",206.300419078361,214.647500120817,155.243646907543,326.755552674822,230.287759451129,112.63307992217
"CEP120",432.845271804599,339.08083352419,326.512444463606,610.069615687673,441.85293683306,199.273910631531
"CSNK1G3",1071.99096268756,877.255000493776,721.131779183424,1217.30609074522,1088.71814732383,540.422181549641
"LOC124901056",0.964020649898884,0,4.00628766213013,1.88876042008568,1.87225820691975,2.16602076773403
"GRAMD2B",1076.81106593705,1127.15861174555,1052.65208322469,1069.98277797854,1002.59426980552,804.676715213193
"ALDH7A1",1543.39706048811,1576.15555644272,1583.48519845693,1396.73833065336,1417.29946263825,1434.9887586238
"PHAX",1074.88302463726,917.695833849872,890.397432908422,1219.1948511653,1015.70007725396,823.087891738932
"LMNB1",1866.34397820424,1882.05416772601,1746.74142068874,1968.08835772927,2214.88145878606,1654.8398665488
"MARCHF3",207.26443972826,165.911111204497,194.304951613311,144.490172136554,173.183884140077,166.783599115521
"LOC105379163",23.1364955975732,21.7758333455902,18.0282944795856,25.4982656711566,26.2116148968765,17.3281661418723
"C5orf63",32.7767020965621,27.9975000157588,36.0565889591712,51.9409115523561,31.8283895176357,22.7432180612073
"LOC105379198",4.82010324949442,0,4.00628766213013,3.77752084017135,4.68064551729937,0
"MEGF10",5.78412389939331,0,1.00157191553253,4.72190105021419,3.74451641383949,5.41505191933508
"LOC124901057",0,6.22166667016862,0,4.72190105021419,2.80838731037962,1.08301038386702
"PRRC1",2395.59131499873,2283.35166795188,2040.20199193977,2586.65739530733,2413.34082871955,1838.95163180619
"LOC124901059",1.92804129979777,0,0,2.83314063012851,5.61677462075924,0
"SLC12A2-DT",242.933203774519,240.57111124652,279.438564433577,274.814641122466,339.814864555934,258.839481744217
"SLC12A2",908.107452204749,657.422778147818,549.862981627361,940.602689202667,767.625864837096,445.117267769344
"FBN2",7075.91157025781,6099.30722565531,4825.57348903574,6689.04502773342,6054.88304117846,4841.05641588556
"LOC105379168",1.92804129979777,2.07388889005621,1.00157191553253,0,2.80838731037962,4.33204153546807
"SLC27A6",33.740722746461,34.2191666859274,31.0487293815085,46.2746302920991,41.1896805522344,18.4111765257393
"LOC124901060",1.92804129979777,3.11083333508431,2.00314383106507,3.77752084017135,3.74451641383949,0
"ISOC1",985.22910419666,1037.98138947313,979.537333390817,970.822855924038,1061.5704033235,936.803982044969
"LOC102723654",0,4.14777778011242,2.00314383106507,4.72190105021419,2.80838731037962,1.08301038386702
"CHSY3",26.0285575472699,35.2561111309555,23.0361540572483,37.7752084017135,24.3393566899567,14.0791349902712
"LOC105379171",4.82010324949442,0,0,2.83314063012851,0.936129103459874,2.16602076773403
"LOC107986449",11.5682477987866,15.5541666754216,7.01100340872773,8.49942189038554,13.1058074484382,9.74709345480315
"HINT1",9319.18762257252,10369.444450281,12280.2732563444,7619.25953462562,9560.68653363569,14070.4709072003
"LYRM7",628.541463734073,559.950000315176,507.796961174994,752.671027404142,683.374245525708,408.294914717865
"CDC42SE2",2413.90770734681,2143.36416787309,1875.94419779243,2519.60640039429,2300.06920720091,1423.07564440126
"LOC105379173",26.9925781971688,12.4433333403372,10.0157191553253,19.8319844108996,8.42516193113886,0
"RAPGEF6",509.002903146611,353.598055754583,293.460571251032,651.622344929558,412.832934625804,183.028754873526
"FNIP1",511.894965096308,417.888611346326,339.532879365529,727.172761732985,530.785201661748,254.507440208749
"ACSL6",112.790416038169,91.2511111624731,66.1037464251472,89.7161199540696,77.6987155871695,63.897612648154
"P4HA2",1703.42448837133,1849.90888993014,1813.84673902942,1114.36864785055,1272.19945160197,1598.52332658772
"PDLIM4",0.964020649898884,2.07388889005621,4.00628766213013,0,3.74451641383949,2.16602076773403
"SLC22A4",71.3375280925175,57.0319444765457,61.0958868474845,82.1610782737269,71.1458118629504,62.8146022642869
