"","HT.29.cells.treatment.sample.3","HT.29.cells.treatment.sample.2","HT.29.cells.treatment.sample.1","HT.29.cells.control.sample.3","HT.29.cells.control.sample.2","HT.29.cells.control.sample.1"
"LINC02780",15.4243303983822,11.4063888953091,27.0424417193784,27.3870260912423,31.8283895176357,18.4111765257393
"AJAP1",18.3163923480788,10.369444450281,29.0455855504435,12.2769427305569,17.7864529657376,12.9961246064042
"NPHP4",272.817843921384,249.903611251773,244.383547389938,205.874885789339,217.181952002691,270.752595966754
"KCNAB2",195.696191929474,174.206666764721,181.284516711388,162.433396127368,163.822593105478,209.021004086334
"LOC124903831",1.92804129979777,4.14777778011242,0,1.88876042008568,2.80838731037962,5.41505191933508
"CHD5",23.1364955975732,25.9236111257026,31.0487293815085,21.7207448309853,11.2335492415185,28.1582699805424
"RPL22",4845.16778639179,4734.68833599832,4607.23081144965,4730.40047210458,5296.61846737597,5399.88977396094
"RNF207-AS1",4.82010324949442,7.25861111519673,5.00785957766267,1.88876042008568,2.80838731037962,4.33204153546807
"RNF207",249.681348323811,230.201666796239,231.363112488015,272.92588070238,154.461302070879,170.032630267122
"ICMT",3412.63310064205,3685.30055762988,3524.53157075898,3468.70851148734,4065.60869632623,3817.61160313123
"ICMT-DT",96.4020649898884,86.0663889373326,119.187057948371,65.1622344929558,73.95419917333,72.5616957190901
"GPR153",272.817843921384,316.268055733572,354.556458098517,269.148359862209,285.519376555261,353.061385140647
"ACOT7",893.647142456266,994.429722781951,1168.83442542647,858.44161092894,917.406521390676,1475.06014282688
"HES2",142.675056185035,155.541666754216,162.25465031627,145.434552346597,149.78065655358,164.617578347786
"ESPN",12.5322684486855,14.5172222303935,9.0141472397928,5.66628126025703,3.74451641383949,7.58107268706911
"TNFRSF25",30.8486607967643,27.9975000157588,24.0377259727808,30.2201667213708,24.3393566899567,31.4073011321435
"PLEKHG5",175.451758281597,188.723888995115,190.298663951181,160.544635707282,148.84452745012,215.519066389536
"NOL9",368.255888261374,372.263055765089,323.507728717008,420.249193469063,386.621319728928,380.136644737323
"TAS1R1",4.82010324949442,0,5.00785957766267,0,0.936129103459874,3.24903115160105
"ZBTB48",185.091964780586,160.726388979356,191.300235866714,159.60025549724,171.311625933157,216.602076773403
"KLHL21",645.893835432253,676.087778158324,618.971443799105,689.397553331272,752.647799181738,1007.19965699633
"LOC107984913",2.89206194969665,2.07388889005621,1.00157191553253,8.49942189038554,1.87225820691975,3.24903115160105
"PHF13",678.670537528815,762.154167095656,692.08619363298,591.182011486817,606.611659041998,788.431559455188
"THAP3",160.027427883215,199.093333445396,214.336389923962,155.822734657068,164.758722208938,262.088512895818
"DNAJC11",954.380443399896,1015.16861168251,1006.5797751102,914.160043321467,954.851685529071,1136.0778926765
"CAMTA1-DT",3.85608259959554,12.4433333403372,5.00785957766267,4.72190105021419,11.2335492415185,7.58107268706911
"CAMTA1",1021.86188889282,1078.42222282923,1182.85643224392,981.211038234509,901.492326631858,1305.02751255975
"LOC124903832",11.5682477987866,3.11083333508431,7.01100340872773,18.8876042008568,4.68064551729937,0
"LOC105376689",46.2729911951465,20.7388889005621,26.0408698038459,42.4971094519277,34.6367768280153,17.3281661418723
"VAMP3",3052.08937757987,2955.2916683301,2607.09169613118,3073.95758368944,3151.94669134939,2737.85025041582
"PER3",440.55743700379,316.268055733572,286.449567842304,504.299032162876,408.152289108505,211.187024854068
