"","rownames(res)","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"TF","TF",1.7435516980893,-2.09254015241694,1.80269394681099,-1.1607850329329,0.245729331132632,0.999986944030967
"KRT4","KRT4",1.7435516980893,-2.09254015241694,1.80269394681099,-1.1607850329329,0.245729331132632,0.999986944030967
"LOC107984192","LOC107984192",1.75494785739387,-2.08512334921121,1.79284626768809,-1.16302406223598,0.244819739870872,0.999986944030967
"LOC124901933","LOC124901933",4.4245365129261,-2.07946402790841,1.06294433629846,-1.95632448181607,0.0504269419816794,0.999986944030967
"LOC101927188","LOC101927188",2.58551940876437,-2.07757529079004,1.42924175482459,-1.45362062350677,0.146051515897734,0.999986944030967
"LOC107986368","LOC107986368",1.75809291011548,-2.06975978822536,1.81442383802308,-1.14072563689446,0.253984114521949,0.999986944030967
"LRRC17","LRRC17",1.75809291011548,-2.06975978822536,1.81442383802308,-1.14072563689446,0.253984114521949,0.999986944030967
"LOC107986583","LOC107986583",1.76655696452803,-2.0437785335607,1.92544337066847,-1.06145865658524,0.288481512165222,0.999986944030967
"ACMSD","ACMSD",2.54871294781686,-2.03195170752701,1.52676191946403,-1.33088969643697,0.183225308028988,0.999986944030967
"LOC107985014","LOC107985014",2.54733776338637,-2.03192323262767,1.50203981465174,-1.35277588037757,0.176127240448595,0.999986944030967
"ZNF277-AS1","ZNF277-AS1",3.35794933850778,-2.02527996300878,1.19183942768164,-1.69928928005709,0.0892646914089377,0.999986944030967
"LOC105377291","LOC105377291",5.72007429309932,-1.99742306126039,1.10540503291396,-1.80696034646683,0.0707684621788633,0.999986944030967
"LTB4R2","LTB4R2",3.32121539671975,-1.98870394495349,1.19095491374872,-1.66983982516495,0.0949510585865621,0.999986944030967
"LOC124904951","LOC124904951",1.65959563661906,-1.98610558075002,1.63054014973079,-1.21806603847071,0.223198878365681,0.999986944030967
"LOC105370214","LOC105370214",3.2794436024314,-1.98607375864963,1.14328094089411,-1.73717035560517,0.0823571057936881,0.999986944030967
"MIR4784_1","MIR4784_1",1.6288568789456,-1.97717730303135,1.56056879601401,-1.2669593984459,0.205169807992225,0.999986944030967
"ACSBG1","ACSBG1",2.44985255163077,-1.97613560073802,1.34712576373694,-1.46692733071647,0.142395824766232,0.999986944030967
"VCX3A","VCX3A",1.63750266938918,-1.97029770330939,1.61516741515383,-1.21987212274322,0.222513355195346,0.999986944030967
"IGFL2","IGFL2",1.59536775241114,-1.96838817395571,1.75979111670364,-1.11853512344284,0.263338514221772,0.999986944030967
"ZNF593OS","ZNF593OS",2.45162241992188,-1.96786588058687,1.2618773695305,-1.5594747382775,0.118884059061776,0.999986944030967
"SYTL5","SYTL5",1.66863611092326,-1.96307374878858,1.67084599939172,-1.17489807528836,0.240035495744253,0.999986944030967
"LOC102723409","LOC102723409",3.18626567999831,-1.95794106481225,1.32163309500274,-1.48145583839833,0.138485144585905,0.999986944030967
"LINC02466","LINC02466",3.24437544860406,-1.95476543897069,1.2730543291003,-1.53549255070062,0.124662885505255,0.999986944030967
"SNORD28","SNORD28",4.04190296962885,-1.95274976809496,1.04277994564079,-1.87263839917347,0.0611183350520195,0.999986944030967
"NPY6R","NPY6R",1.57501309230144,-1.95138002172549,1.8447709720742,-1.05778985644566,0.290151258308559,0.999986944030967
"CRYM-AS1","CRYM-AS1",1.61302245598799,-1.95122553475075,1.61601649798685,-1.20742921695508,0.227266889323653,0.999986944030967
"LOC124907883","LOC124907883",1.64690626638306,-1.94712394731174,1.62813971496614,-1.19591944684688,0.231727995458396,0.999986944030967
"LOC105370697_1","LOC105370697_1",2.41127622239214,-1.94016955720186,1.60257393955268,-1.21065837233284,0.226026362670922,0.999986944030967
"LOC112268198","LOC112268198",1.58127163657371,-1.93887551145978,1.723357168712,-1.12505726999636,0.260564766705938,0.999986944030967
"RSPH9","RSPH9",4.05000390135173,-1.93475349287272,1.03763544504837,-1.86457922395137,0.0622404072658201,0.999986944030967
"CCDC92B","CCDC92B",2.3709836928647,-1.92977643389128,1.51604470479408,-1.27290206402812,0.203052796751635,0.999986944030967
"LINC01088","LINC01088",1.62792679070385,-1.92102897161553,1.93911346508223,-0.990673834310186,0.321844871671543,0.999986944030967
"LOC107984006","LOC107984006",1.59480078685907,-1.91642043141243,1.72810482321308,-1.10897232949632,0.267442119075753,0.999986944030967
"LOC124904436","LOC124904436",1.59342560242858,-1.91554874524674,1.71983190754408,-1.11379998059354,0.265365005310929,0.999986944030967
"SYCE3","SYCE3",3.94405463518358,-1.91226386491718,1.02120879888815,-1.87254934250389,0.0611306421682406,0.999986944030967
"LOC124901315","LOC124901315",6.29881867556964,-1.90241066402249,1.00787689187445,-1.88754269431099,0.0590873695199091,0.999986944030967
"LOC124904261","LOC124904261",3.9642054524309,-1.89940796926411,1.09886639643681,-1.72851583725114,0.0838957841485495,0.999986944030967
"ASPA","ASPA",2.33240736362608,-1.88699780101594,1.34792971106053,-1.39992299712073,0.161536378602403,0.999986944030967
"LOC112267955","LOC112267955",3.11934694422473,-1.87929361227037,1.23069145000445,-1.52702256301819,0.126755400875467,0.999986944030967
"LOC124903383","LOC124903383",3.89980528653153,-1.86470230994842,1.08042061048477,-1.72590405241507,0.0843646755677696,0.999986944030967
"ZNF831","ZNF831",2.28659198954531,-1.85141797995994,1.35925365051894,-1.36208424325591,0.173171300365376,0.999986944030967
"LOC107984909","LOC107984909",2.32322616880137,-1.8509962198006,1.34526043430865,-1.37593894282028,0.168840537265918,0.999986944030967
"PPIC-AS1","PPIC-AS1",6.92712679873409,-1.84560102200565,0.882048070317244,-2.09240412638945,0.0364023799869971,0.999986944030967
"ANKFN1","ANKFN1",2.25621635456152,-1.84448913514508,1.38921435056527,-1.32772104923517,0.184270277141639,0.999986944030967
"LOC107985320","LOC107985320",3.7803993892375,-1.8428807978405,1.09089996715294,-1.68932152656498,0.091157830268062,0.999986944030967
"LOC124902051","LOC124902051",5.31879686158965,-1.836430447723,0.912158622099246,-2.01327971169821,0.0440852114921988,0.999986944030967
"LOC105375517","LOC105375517",3.78528274907928,-1.8360659796869,1.02547493152529,-1.79045427951703,0.0733809110102545,0.999986944030967
"GFAP","GFAP",2.31227510568554,-1.82102703606674,1.41910452659728,-1.28322262520943,0.199414091505197,0.999986944030967
"LOC112268445","LOC112268445",9.68496566818575,-1.81775941063145,0.892419481322565,-2.03688898402075,0.0416611683025417,0.999986944030967
"PSD","PSD",3.01986917015844,-1.81746354992848,1.23853534132994,-1.46742970449021,0.142259198847623,0.999986944030967
"ZNF850","ZNF850",3.00327694065053,-1.81257688139603,1.32121349927515,-1.37190308938749,0.17009360854045,0.999986944030967
"LOC105374836","LOC105374836",2.96740056794477,-1.80075850456981,1.1704698626742,-1.5384919868467,0.123928366302257,0.999986944030967
"LOC124905457","LOC124905457",2.91768233459209,-1.78867138156799,1.23461983077632,-1.44876287986017,0.147403813460966,0.999986944030967
"PLAC4","PLAC4",2.24119015048234,-1.78259211218863,1.58496903416569,-1.1246857659443,0.260722215526134,0.999986944030967
"NMRAL2P","NMRAL2P",2.23706459719086,-1.78257570778329,1.51673043248838,-1.17527522992913,0.239884621054953,0.999986944030967
"LOC105372165","LOC105372165",2.91981532557289,-1.78015657524782,1.18148098491376,-1.50671622986616,0.131883409645397,0.999986944030967
"LOC124901891","LOC124901891",4.40893020642152,-1.77802996590099,0.969718111686449,-1.83355342596293,0.0667203110896505,0.999986944030967
"ANKK1","ANKK1",2.96647047970302,-1.77687799903018,1.18380647899378,-1.5009868847318,0.133358953824349,0.999986944030967
"LOC105371637","LOC105371637",4.36547051734112,-1.76387942224083,1.06232744349186,-1.66039146691248,0.0968357256478013,0.999986944030967
"NLRP11","NLRP11",5.09566576757452,-1.75190940766104,0.88079997733723,-1.98899801627753,0.0467014219246666,0.999986944030967
"MGAM","MGAM",2.88402092636619,-1.74656591060761,1.25841679649456,-1.38790734156826,0.165165262008253,0.999986944030967
"RASAL3","RASAL3",2.88300886462538,-1.7465077244923,1.21757555280117,-1.43441425090563,0.151454083255319,0.999986944030967
"IFI27","IFI27",3.60966437827655,-1.74330124683009,1.02755939529325,-1.6965454793322,0.0897826249256725,0.999986944030967
"SNORD99","SNORD99",2.91382014145832,-1.74207453202171,1.2663630101013,-1.37565178240823,0.168929466701547,0.999986944030967
"HNRNPD-DT","HNRNPD-DT",5.061609675488,-1.7334352185897,0.90814038500289,-1.90877451021428,0.0562911864307155,0.999986944030967
"SCUBE2","SCUBE2",2.22831904421531,-1.73338734790521,1.5001742927933,-1.15545730668246,0.247903206115489,0.999986944030967
"TRPC5OS","TRPC5OS",2.15678899282336,-1.73297479763253,1.35537653133314,-1.2785928910308,0.201040454663548,0.999986944030967
"LOC105372861","LOC105372861",2.93418425590761,-1.73029170309749,1.3345859685874,-1.29650074541764,0.194803023400896,0.999986944030967
"LOC124900954","LOC124900954",3.56482950476566,-1.72756056058359,1.0484400668082,-1.64774374356263,0.0994052675192667,0.999986944030967
"LOC105375592","LOC105375592",2.86717444166777,-1.72693056538037,1.31244897879498,-1.31580777103119,0.188238570353002,0.999986944030967
"LOC105369728","LOC105369728",2.13230877942217,-1.7183037848669,1.35475693438514,-1.26834839612521,0.204673561299976,0.999986944030967
"LOC124904068","LOC124904068",2.14272443815686,-1.70379366089333,1.37447905903397,-1.23959230203974,0.215126229373267,0.999986944030967
"LOC124904157","LOC124904157",2.1060902589008,-1.70334612992468,1.40177742819015,-1.21513308437551,0.224315336966008,0.999986944030967
"ALDH1A2","ALDH1A2",2.1060902589008,-1.70334612992468,1.40177742819015,-1.21513308437551,0.224315336966008,0.999986944030967
"LOC105369322","LOC105369322",2.81137905070146,-1.69836183838493,1.19146903049754,-1.42543515182741,0.154031452955686,0.999986944030967
"SH2D7","SH2D7",2.81589928785356,-1.69188217915554,1.1606029107707,-1.45776144748081,0.144906308164446,0.999986944030967
"DSCR8","DSCR8",12.6227861040533,-1.68857291758157,0.634057786585806,-2.66312149035182,0.00774194567167257,0.999986944030967
"LOC124906210","LOC124906210",2.11860734744535,-1.68738491472453,1.40046531269403,-1.20487447952463,0.228251761990852,0.999986944030967
"LOC112268415","LOC112268415",4.21747741266119,-1.68656288511007,1.01394846343488,-1.66336154738735,0.0962400854083265,0.999986944030967
"LOC105371925","LOC105371925",3.46108574873778,-1.68463340119684,1.12686259978854,-1.4949767624846,0.134920506820803,0.999986944030967
"LOC124904788","LOC124904788",2.13000350674993,-1.68371614199492,1.40000532823973,-1.20264980999173,0.229111863785756,0.999986944030967
"MRO","MRO",6.3202724439803,-1.68170921514463,0.823935357061431,-2.04106936391521,0.0412439330090148,0.999986944030967
"TNFSF14","TNFSF14",2.09510763461404,-1.68062986706653,1.5638989216185,-1.07464097828473,0.282535497881543,0.999986944030967
"SYN2","SYN2",4.82642437814997,-1.67613013410645,0.946772063635741,-1.77036289777063,0.0766667063154796,0.999986944030967
"CLDN9","CLDN9",5.51099538715124,-1.67358237573468,0.93272495179868,-1.7942935615771,0.0727663252161869,0.999986944030967
"LOC124905005_1","LOC124905005_1",2.05988020095941,-1.67147454109439,1.5455962790449,-1.08144317099888,0.279500026824166,0.999986944030967
"PROM1","PROM1",2.76968922991217,-1.67115276159356,1.1584356920525,-1.44259433049117,0.149134781410855,0.999986944030967
"TTC41P","TTC41P",3.51164376213982,-1.66845497268842,1.1143155899524,-1.49729124112829,0.134317492960924,0.999986944030967
"LOC112268419","LOC112268419",2.10552329334873,-1.66730036905344,1.42411189261738,-1.17076500638521,0.241693247316862,0.999986944030967
"SNCAIP","SNCAIP",11.0160446485414,-1.66262732336072,0.702189442885655,-2.36777601857432,0.0178953659539277,0.999986944030967
"CCDC194","CCDC194",2.74933456980246,-1.66151409209751,1.20839095508476,-1.37498057653118,0.169137466534893,0.999986944030967
"LOC101927571","LOC101927571",2.78321838019753,-1.66146370552514,1.1630675179265,-1.42851870585052,0.153142614419865,0.999986944030967
"PLAC9","PLAC9",3.4166455590875,-1.65994307941376,1.12814885326923,-1.47138657687189,0.141186601459788,0.999986944030967
"H2AC14","H2AC14",4.13307625500221,-1.65578087012017,1.01791050247042,-1.62664680843912,0.103812131842444,0.999986944030967
"SNRK-AS1","SNRK-AS1",2.07615972010576,-1.65566865461943,1.56371335822642,-1.05880572414966,0.289688266226244,0.999986944030967
"ECI2-DT","ECI2-DT",3.38489473967322,-1.65475710817133,1.16530171845459,-1.42002460132458,0.155600519037372,0.999986944030967
"GRM8","GRM8",4.73733070164744,-1.6323798298167,0.959508734923727,-1.70126625261672,0.0888930019725334,0.999986944030967
"CLDN24","CLDN24",3.41647327739605,-1.63086323614295,1.11581494721564,-1.4615893434772,0.143853776352111,0.999986944030967
"LOC284344","LOC284344",2.74051649766743,-1.62823653852516,1.27079657604023,-1.28127236823277,0.200098014857834,0.999986944030967
"TAF12-DT","TAF12-DT",3.46074118535488,-1.6260266799326,1.12533581134059,-1.44492573998471,0.14847874540803,0.999986944030967
"NLRP6","NLRP6",2.69668423155776,-1.62223911952214,1.29041426961351,-1.25714598615529,0.208700777841098,0.999986944030967
"KPNA7","KPNA7",4.04966505225269,-1.62055806544917,1.1418513784894,-1.41923729828401,0.155829845339385,0.999986944030967
"LOC124904317","LOC124904317",6.17822517321109,-1.61640895667767,0.861187656065455,-1.87695323463254,0.0605245036814235,0.999986944030967
"LY6E-DT_1","LY6E-DT_1",3.35930270199925,-1.60456281481009,1.16640990123017,-1.37564231332212,0.168932399739255,0.999986944030967
"LOC112268423","LOC112268423",1.99313374687728,-1.59494503439136,1.39914537596485,-1.13994232607279,0.254310329772137,0.999986944030967
"H2BC15","H2BC15",8.71876495603793,-1.59291313777609,0.716425261619452,-2.22341844029252,0.026187597398371,0.999986944030967
"LOC124907967","LOC124907967",6.64261498212216,-1.59254737940363,0.850601958064161,-1.87225924453316,0.0611707462626059,0.999986944030967
"PPP1R35-AS1","PPP1R35-AS1",2.00214266001054,-1.59007188511335,1.43626680157036,-1.10708670796737,0.268256441790597,0.999986944030967
"SERPINF2_1","SERPINF2_1",4.0143378560661,-1.58336398168033,1.05827884353252,-1.49616898358761,0.134609624972547,0.999986944030967
"RUFY1-AS1_1","RUFY1-AS1_1",2.63463975065876,-1.58108553755514,1.32487943805723,-1.19338068969778,0.23272031413091,0.999986944030967
"LOC112268321","LOC112268321",1.97140390233708,-1.58060261464553,1.39886985620733,-1.12991398565906,0.258512470199193,0.999986944030967
"RPL19P12","RPL19P12",2.0491924980013,-1.5741439904449,1.5503081845956,-1.01537488228866,0.309927161537783,0.999986944030967
"LOC105371403","LOC105371403",2.64126141762071,-1.57351363512232,1.32479872558645,-1.18773788405161,0.23493669336819,0.999986944030967
"LOC105373851","LOC105373851",3.92147264399457,-1.56818907070321,0.99915165604455,-1.56952056398662,0.116526691679739,0.999986944030967
"H2BC7","H2BC7",3.27274644652812,-1.56704751312399,1.17610678560112,-1.33240240793531,0.182727991287126,0.999986944030967
"FCGR2A","FCGR2A",2.67829028073739,-1.56476418941977,1.21988517082218,-1.2827143298784,0.199592177622092,0.999986944030967
"LOC105371059","LOC105371059",2.64165610148133,-1.56377544696815,1.17790363300536,-1.32759200595914,0.1843129268545,0.999986944030967
"GAL3ST4","GAL3ST4",3.236143828443,-1.55972115344819,1.1580331096684,-1.3468709490481,0.17802179934015,0.999986944030967
