"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Gene.Name"
123.725381455797,2.82996705515294,0.300631383915187,9.41341192758278,4.8028760391781e-21,7.10665557930386e-18,"1435"
848.680852826341,-2.72298202801727,0.519699920178328,-5.23952750864945,1.60988248595833e-07,2.50746258076106e-05,"3310"
81.0103460424165,-2.47099491103712,0.309889595467316,-7.97379114103795,1.53879506470627e-15,1.18794978995324e-12,"3311"
730.264146940208,-2.11944264440574,0.160111350081638,-13.2373041844009,5.34325342898353e-40,9.48748078850315e-36,"5997"
61.5310969141918,2.60648585086941,0.379589691756186,6.86658754828247,6.57558281881962e-12,2.84770850075515e-09,"1545"
4613.15155446808,2.28377693282185,0.306391797678243,7.4537796054846,9.07034713806847e-14,5.36843612611812e-11,"64332"
21.4014227214935,3.34308736438072,0.612744660877044,5.45592247118994,4.87192481420089e-08,9.10588389483695e-06,"100874246"
119.249493343742,2.0542352679103,0.531127563534092,3.86768717903009,0.000109872485730604,0.00575485503431447,"107986170"
20.9764856112023,3.45098144050013,0.59972876570797,5.75423697815512,8.70339958896864e-09,1.95617168483199e-06,"105374418"
935.430516517368,4.64622612263692,0.570709450909119,8.14114102234624,3.91569984430359e-16,3.47635832177273e-13,"3576"
2091.79760165393,2.80678584844439,0.49503965411177,5.66982023587684,1.42947425749436e-08,2.9860876371847e-06,"2919"
10.9146897812769,2.91962297098245,0.836317358741116,3.49104671864909,0.000481132113066824,0.0175420570833974,"6374"
1074.2833449975,2.94988269379775,0.488177278442527,6.04264644026246,1.51606637840523e-09,4.20613665858802e-07,"2921"
2959.84522604473,3.01027327604049,0.385930788839235,7.80003400375103,6.18904963950703e-15,4.2266448230418e-12,"2920"
127.360411712542,4.34026401095065,0.595072246539206,7.29367574473951,3.01610837700067e-13,1.67356313568825e-10,"3627"
21.9881874706174,2.82128417103167,0.607940278945622,4.64072585538295,3.47187474770016e-06,0.000344394458213207,"6373"
53.9477054284038,2.11977353116974,0.341837422162902,6.20111606785862,5.60641460182252e-10,1.77763388696358e-07,"105377347"
43.4710972312497,5.02517728476931,0.638280812056673,7.87298817361775,3.46269397291507e-15,2.561816424295e-12,"1437"
134.958282104439,3.46357436658971,0.692030637884044,5.00494367876537,5.58783664256136e-07,7.2954137812735e-05,"107075116"
116.052805810651,3.88465045591814,0.329498541689188,11.7895831526395,4.41721894507602e-32,2.61440465295899e-28,"7124"
110.736990075495,3.07253224726102,0.335417520552017,9.16032126826401,5.17430409677389e-20,7.06730334940901e-17,"4050"
8176.7319929392,2.31160510592693,0.351889172857436,6.56912824897698,5.06106805640186e-11,1.87217342519732e-08,"7128"
22.6682129444306,-2.18916150131632,0.47639601911505,-4.59525565596223,4.32219008901297e-06,0.000399712537606846,"158257"
10.4074612570763,4.36372402919645,1.04435841084608,4.17837782879656,2.93595634028725e-05,0.0020448362217764,"105376360"
26.305897965356,2.83851114620636,0.576410460369941,4.92446154496329,8.45929615794222e-07,0.000102878946972892,"105376361"
10.5259142891011,3.64237708562719,0.93484380097257,3.89624136335699,9.76970308794496e-05,0.00525669236453184,"105378328"
382.002154742627,3.36540331374543,0.47227335223619,7.12596486295579,1.0335408319837e-12,5.39751500373603e-10,"5328"
95.3581743743198,3.60666663189092,0.375967059465995,9.59303891413692,8.55280426647775e-22,1.89829490694474e-18,"414236"
14.9366538028038,-2.81125758267712,0.63999940634215,-4.39259404746103,1.12006152022268e-05,0.00089584740329162,"114599"
3855.49994739257,2.51056629770384,0.437001984027346,5.74497688675651,9.19335431977306e-09,2.01527406545544e-06,"330"
14.4509175266865,-2.03876266711855,0.636708372238619,-3.20203527393619,0.00136460287109983,0.0354756787397491,"677811"
9.21053604548542,2.62718192252277,0.838431683822484,3.1334478088247,0.00172765640044564,0.040577072812583,"105371058"
17.3654958840185,2.50832489515489,0.569588236502028,4.40375122660378,1.06394943887206e-05,0.000854818381747164,"6367"
35.4054871235656,3.03074080887836,0.448697592332437,6.75452879772287,1.43300204633755e-11,5.91729868250453e-09,"6376"
9.99349577862608,2.79456805117332,0.806419800105341,3.4654010861443,0.000529441242407392,0.0185419303751196,"107985080"
16.7420242435596,2.54628042579618,0.663003400820904,3.84052392890215,0.000122772003753558,0.00626419453634534,"6347"
21.2528455099839,4.16399225097242,0.672153169094724,6.1950050114033,5.82831757643123e-10,1.78426908426057e-07,"6352"
18.4384877677374,5.23607385633261,0.979106391755898,5.34780888003642,8.90253983210329e-08,1.51993747364256e-05,"6351"
74.6564802765945,4.95007750589376,1.07588643110792,4.60092939437511,4.20609994186975e-06,0.000396405294359972,"1440"
26.3747964026371,2.95100104834556,0.517682668711891,5.70040533844469,1.19522888641112e-08,2.55692579603806e-06,"8740"
10.3527661453706,2.27422901178562,0.707026160966295,3.21661225191077,0.00129713778732565,0.034273777606777,"342977"
10.6999684600399,-3.24632313026033,0.801060022808951,-4.05253418948179,5.06658169532615e-05,0.00317887719371771,"100422943"
5268.86177930049,2.10011035709735,0.322689588865308,6.50814414088193,7.608489602236e-11,2.70192682754605e-08,"1827"
19.8081727799182,-2.32010892861392,0.540856383050758,-4.28969501206051,1.78918649820102e-05,0.00135764083171185,"116938"
304.32987429171,-2.30991749682681,0.222053831778977,-10.4025113114283,2.41483554495918e-25,7.14630332271586e-22,"4572"
