"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"10553",993.64913449323,1.4072111370545,0.329733957352334,4.26771676279261,1.97483844737266e-05,0.00231011363914337
"56241",718.201436127507,0.970927091425332,0.227704703374972,4.26397468754284,2.0082220422529e-05,0.00231540563612344
"221662",370.81848212292,-1.64874292450929,0.386854847391839,-4.26191615699028,2.02681490366612e-05,0.00231965985114435
"5087",660.175525259799,1.00475064028663,0.235941504916225,4.25847347478515,2.05827637059521e-05,0.00232686980128219
"5027",57.6740276004461,-2.10952563445916,0.495431121139363,-4.25795947095088,2.06301337987113e-05,0.00232686980128219
"10855",614.254981602711,-1.077285479156,0.25334921892288,-4.25217604276067,2.11703334826849e-05,0.00237062043638843
"5243",161.756977093355,-1.69764867435371,0.399409885001103,-4.25039223640902,2.13396487615218e-05,0.00237251166409348
"5347",2488.14196111453,-0.871821898339949,0.205624918787445,-4.23986500994635,2.23654242548283e-05,0.00246892076969079
"100288866",83.2645065041982,-1.73642810461482,0.411646674726265,-4.21824883140256,2.4620702720512e-05,0.00269874111158288
"1894",2782.85670708458,-0.979604028264705,0.232956931717883,-4.20508641250063,2.60982424912968e-05,0.00284069331732192
"3685",2393.75139998543,-0.856498978897015,0.203809090501445,-4.20245719555352,2.64033186299102e-05,0.00285394204496217
"9183",397.848904851479,1.095966780745,0.261013383934406,4.1988911228415,2.6822524123999e-05,0.00287925922751755
"109864273",221.33426165006,-1.24661375171096,0.297328382694906,-4.19271695628914,2.75633263677742e-05,0.002938514896674
"107986178",61.5481653350426,2.26925452909175,0.542234164150117,4.18500839512486,2.85155562375613e-05,0.00299895022187595
"11057",1468.31848853296,-0.878998551980025,0.209994704647281,-4.18581293969504,2.84147289014571e-05,0.00299895022187595
"10360",1964.90266196487,0.863323495608692,0.206387553079798,4.18302113051797,2.8766064343086e-05,0.00300499188926264
"90427",296.079811056817,-1.13225548864098,0.271675176903058,-4.16768105775451,3.07714075234492e-05,0.00319304638734991
"116138",1449.29137372291,0.877818283264643,0.210824024120313,4.16374882761791,3.13064499142923e-05,0.00321195030297691
"106631781",270.787496246981,-1.27478669784085,0.306195261521207,-4.16331295104826,3.13662991360418e-05,0.00321195030297691
"10549",1402.39577892209,0.983222193429423,0.236953042569187,4.14943898912939,3.33291102612913e-05,0.00339063791645098
"1062",1199.06254794363,-1.12055257523346,0.270761755111311,-4.13851865738128,3.49555450780274e-05,0.0035330068775292
"9444",1033.4292604063,-0.927040273973089,0.224443561754106,-4.13039370222047,3.62142513833802e-05,0.00361423525512583
"23786",1225.35493521701,0.893009651272252,0.216207600732021,4.13033421696906,3.62236235014218e-05,0.00361423525512583
"11339",290.791776550137,-1.40255158549714,0.341180914049501,-4.11087352117725,3.94165080983598e-05,0.00390775763408262
"7837",904.008760079017,-0.921429975172093,0.224958775933311,-4.09599479437623,4.20359375558125e-05,0.0040140452027989
"100507053",158.486412991687,1.35590023408314,0.330646668469208,4.10075274721667,4.11808380671642e-05,0.0040140452027989
"105369634",55.3776042744665,2.3792510618992,0.580539205637465,4.09834691403253,4.16111304304534e-05,0.0040140452027989
"6817",563.327629721439,1.18845803179217,0.28991357422755,4.09935283285272,4.14307016554167e-05,0.0040140452027989
"7083",5550.09973095997,-0.920593895360718,0.224682283839755,-4.0973141256535,4.17971542506515e-05,0.0040140452027989
"64857",1060.18245054909,-0.893906140842918,0.217859967459262,-4.10312252988871,4.07611234637658e-05,0.0040140452027989
"79767",1245.26692897762,0.973925276878709,0.238500682366864,4.08353245455545,4.43562311378564e-05,0.00420978498573618
"7483",1553.01001948253,1.00358909019222,0.246196383134948,4.07637625465085,4.5742980810919e-05,0.00423803271620211
"64151",2697.02280608666,-0.845554772174858,0.207423832094743,-4.07645912061176,4.57266900566779e-05,0.00423803271620211
"3070",2804.92460804972,-0.822170546563563,0.20168155415824,-4.07657780105406,4.5703368057707e-05,0.00423803271620211
"8534",94.0763083134636,-1.6304796189759,0.399758530681022,-4.07866122631139,4.52957849406697e-05,0.00423803271620211
"2113",1253.28059682895,-0.966114940237552,0.237113549358179,-4.07448221686462,4.61168368330379e-05,0.00424738796039192
"26017",1051.2616912919,0.883989251146296,0.217120794459524,4.07141680439592,4.67280517141491e-05,0.00427836544076901
"6498",650.94945869019,-1.21086821781957,0.297778302528135,-4.06634132688417,4.77569749045645e-05,0.00434700183853536
"11054",3024.56638136096,1.16570082180089,0.286853000108394,4.06375677214602,4.82891459138064e-05,0.00436988695435115
"105372860",668.26273064343,1.75256783989506,0.431739808429275,4.05931490605678,4.92169029061651e-05,0.00442809880771364
"105371441",81.4141200986214,-1.66913308714611,0.412605453901468,-4.04534906498038,5.22452180723625e-05,0.00467354493848461
"105370503",148.138761168766,1.43620651378988,0.355680856653871,4.03790782360693,5.39300347331265e-05,0.00479669137497779
"23223",1824.10118027873,0.908756774091241,0.225141065133179,4.03638835746681,5.42803373407416e-05,0.00480041733357183
"55704",1027.94625274164,-0.898986412607353,0.223104772960982,-4.02943603884519,5.59108255539422e-05,0.00490521171864319
"116931",400.719782243184,-1.01449528600701,0.251914492719935,-4.02714141236356,5.64590789571656e-05,0.00490521171864319
"100093630",702.12861840973,0.95045508498602,0.236077353815736,4.02603244073921,5.67258663254593e-05,0.00490521171864319
"9628",217.409120227015,1.20191967681466,0.298405332980985,4.02780896979226,5.62990569383038e-05,0.00490521171864319
"5916",1211.36286251964,0.865635957642963,0.21556148335751,4.01572648397164,5.92629551174194e-05,0.00509628672045653
"4144",7791.21219097033,0.812479650174827,0.202559797105434,4.01106074248249,6.04465546551388e-05,0.00515321656392988
"5702",2717.58447072108,0.810683480598275,0.20220450722845,4.00922556925186,6.09182041608158e-05,0.00515321656392988
"10389",336.226032710551,-1.11338485411639,0.277623997091593,-4.01040567739203,6.06145117167124e-05,0.00515321656392988
"79590",1241.29233380772,0.858349523836624,0.214280516697439,4.00572827182698,6.18266922268245e-05,0.00517383045435765
"51083",842.647895277748,-1.03822667990252,0.259145609649576,-4.00634485495023,6.16655974551857e-05,0.00517383045435765
"348654",722.58061805593,-0.90683813962031,0.226736109239233,-3.9995311847902,6.34680846829058e-05,0.0052827846956654
"54069",664.564191702427,-0.97591249065049,0.245432801844898,-3.97629201685609,6.9998162882357e-05,0.00579532662374408
"5947",2252.05920692316,-0.831398138523412,0.209462127748876,-3.96920506565357,7.21128029351852e-05,0.0059388136385511
"105371692",95.5327385844042,1.72098181572896,0.435203980587122,3.95442572332916,7.67187001205402e-05,0.00628487667040109
"10788",103.20039635336,-1.73656067451104,0.43995504153065,-3.94713211711215,7.9092916344344e-05,0.00644545153350636
"9824",1948.14077585846,-0.809581544997644,0.205750254838015,-3.93477784819766,8.32736841337969e-05,0.00675080673720078
"79828",743.327791624204,0.898130243096504,0.22862160570749,3.92845741904909,8.5492484094235e-05,0.00685472169927397
"5190",878.357199386611,0.914314086318408,0.232789052355064,3.92765070809189,8.57796687443399e-05,0.00685472169927397
"81575",256.462914878781,-1.22437558280764,0.311753885730016,-3.92737873961246,8.58766933092467e-05,0.00685472169927397
"57476",258.79381890983,1.30690261281511,0.333197552936607,3.92230555505837,8.77056673389698e-05,0.00693097378782254
"23204",7047.07314034974,-0.913223766754199,0.232831063913148,-3.92225913246204,8.77225721940919e-05,0.00693097378782254
"63979",945.266482973065,-0.886493026570557,0.226482092863538,-3.91418595334463,9.07097118779782e-05,0.00708185511322911
"2022",127.722751316712,1.80618666672622,0.461536350891919,3.91342234091803,9.09971745997959e-05,0.00708185511322911
"9582",780.745038764217,-1.41033954805141,0.360337948845241,-3.91393566115105,9.08038400110664e-05,0.00708185511322911
"80022",725.080561584858,1.30929081006738,0.33577436647661,3.89931734160113,9.6464277040664e-05,0.00746998244844743
"55723",1743.20369050588,-0.874495186698477,0.224351151768211,-3.8978858802649,9.70361226225242e-05,0.00747706558722569
"144455",1117.68266919867,-1.02843963032444,0.264215621200937,-3.89242553354674,9.92469677017863e-05,0.0076097490260015
"222171",150.901770630717,-1.31776352969268,0.339149833333655,-3.88549071877699,0.000102123394757906,0.00779191489905294
"81706",516.938854408502,-0.950187635152607,0.245168411180113,-3.87565278323948,0.00010633923091864,0.008046690007394
"84878",435.614904012318,1.05484928956453,0.272198594477038,3.87529293305559,0.000106496507646846,0.008046690007394
"51702",50.950314727413,-1.96695665721385,0.508737743652643,-3.86634701622778,0.000110477710999327,0.00830717667490106
"728279",43.4822591662703,2.08733218113348,0.540118763399509,3.86458001939389,0.000111280505138849,0.00832731280041438
"51440",525.623166386654,-0.979264544428869,0.253475677839689,-3.86334717703451,0.000111843874295032,0.00832942537513003
"8850",183.740047456657,-1.32191356758507,0.34260810843095,-3.8583837774274,0.000114139322210639,0.00841980355549097
"81579",828.131100779162,0.944075620914263,0.244644569213144,3.85896823277425,0.000113866736186178,0.00841980355549097
"6744",23482.3256111818,0.745593840758063,0.19336065480726,3.8559749474435,0.000115269293370699,0.00846304977035341
"6491",1540.28091962467,-0.859934328998569,0.22310600904993,-3.8543754722721,0.000116025419568992,0.00847857115301109
"101928034",874.028940533732,1.03379936259148,0.268783256354542,3.8462193538865,0.000119954382587573,0.00848677256807082
"93663",2084.64284983213,0.849468690660216,0.220719936508379,3.84862692558797,0.000118781747417186,0.00848677256807082
"4173",4730.12712828296,-0.762856613062493,0.197991314752215,-3.85298018762693,0.000116688835646689,0.00848677256807082
"330",471.613213280735,-0.958870751138897,0.249273841376212,-3.8466561346553,0.000119740836266066,0.00848677256807082
"10882",139.924826966033,-1.38413432412435,0.359555073395043,-3.84957528496227,0.000118322812548373,0.00848677256807082
"1591",2088.4598493921,1.06170415701208,0.275962682251577,3.84727437909229,0.000119439183308134,0.00848677256807082
"55879",479.7682728986,-1.05095637366703,0.272909642179949,-3.85093163170125,0.000117669347346786,0.00848677256807082
"5937",991.224554907467,-0.855221996117041,0.222489053451627,-3.84388347583573,0.000121102524294106,0.00852923434677722
"11151",178.256208257707,-1.20317028485158,0.313272292191493,-3.8406533703789,0.000122707279744847,0.00860332796949796
"50807",2002.95839231749,-0.80224265419651,0.209237683965323,-3.83412126818162,0.000126013965580316,0.00879554876348709
"5698",193.639346030186,-1.19283359469599,0.311292032072283,-3.83187962362946,0.000127167961180561,0.00883647015971175
"54908",797.978416467001,-0.997747159737491,0.260898224003589,-3.82427731560091,0.000131156226229243,0.00907309627225855
"102723566",105.838478995602,1.8201344632663,0.478267630364781,3.80568189797427,0.000141414039514822,0.00969651773148988
"100272228",146.188613978821,1.35442515787075,0.355884329896695,3.80580161611472,0.000141345646621252,0.00969651773148988
"165215",750.925621078648,-0.856554213510821,0.225337737718806,-3.80120179683216,0.000143995966122363,0.00983025093287098
"26047",30.4971566941767,-2.76872485005174,0.728935619966519,-3.79831191426606,0.000145684918410045,0.00990212120110196
"5430",13725.4258633674,-0.757807817806434,0.199656421401994,-3.79555945401145,0.000147310885899251,0.00996910408270366
"83786",1657.43669362593,-1.17719405516143,0.310780248747825,-3.7878663779455,0.000151946525610869,0.0102383016066371
"2861",132.996698417192,-1.56011174897114,0.414618994598418,-3.76275995382748,0.000168048485058693,0.0112445417037426
"9120",614.376316590152,1.17350183334966,0.311995503666363,3.7612780298416,0.000169047398565741,0.0112445417037426
"105372862",78.8429556180707,1.64995631842922,0.438544951574912,3.76234252042774,0.000168329299226443,0.0112445417037426
"23008",1273.08225688468,0.812058936279529,0.216284182464102,3.75459234710477,0.000173623824179512,0.0114998077589536
"10721",1072.98665756235,-0.910242570504259,0.242588241539212,-3.75221224544441,0.000175280968476551,0.0115406359980196
"11160",718.000255822994,0.91061080303852,0.242727230471068,3.75158074053443,0.00017572314368973,0.0115406359980196
"55214",42.420893439075,-2.11359831741041,0.564022162398506,-3.74736749425293,0.000178700181983877,0.0116379428141383
"25939",740.908470601155,-0.908381406055567,0.242340073410219,-3.74837472512403,0.000177984199514108,0.0116379428141383
"102724009",189.435524059891,1.27417313843067,0.340282680654914,3.74445486316956,0.000180785872698571,0.0117247171189719
"57088",230.9588539631,-1.24894158036734,0.334118766782405,-3.73801685069883,0.00018547751819511,0.0119063879393651
"10580",319.085151189969,-1.01162590124701,0.270671375850696,-3.73746909168935,0.000185881931851316,0.0119063879393651
"2521",9799.38100762136,-0.937148383444414,0.250701171252923,-3.73810931461089,0.000185409333198159,0.0119063879393651
"57650",1518.10394652012,-0.863518480760539,0.231285766614144,-3.73355651496338,0.000188794806377255,0.0120434063986147
