"","HT-29 cells control sample-1","HT-29 cells control sample-2","HT-29 cells control sample-3","HT-29 cells control sample-4","HT-29 cells treatment sample-1","HT-29 cells treatment sample-2","HT-29 cells treatment sample-3","HT-29 cells treatment sample-4"
"PDS5B",21.0627213680049,21.2229298591268,20.7081234460933,17.6377111717556,8.56737144621073,12.1779815388804,9.87186268206057,10.9533257138955
"XLOC_001265",8.02389385447807,7.71742903968248,7.20282554646722,8.81885558587779,4.28368572310537,5.07415897453351,3.94874507282423,4.3813302855582
"AXIN2",47.1403763950587,50.1632887579361,29.7116553791773,38.2150408721371,35.3404072156193,37.548776411548,43.4361958010665,38.3366399986342
"CERS6",311.928873592835,324.132019666664,358.340570936744,340.015876477733,517.255051064973,572.36513232738,593.29894719184,581.621595407851
"BAIAP2L2",108.322567035454,118.655471485118,119.746974710018,110.72563124491,119.94320024695,121.779815388804,120.436724721139,117.200585138682
"SEC63",6.01792039085855,6.75275040972217,7.20282554646722,6.85910990012717,5.35460715388171,7.10382256434692,5.92311760923634,6.5719954283373
"SPNS1",59.1762171767758,55.951360537698,62.1243703382798,66.6313533155211,78.1772644466729,89.3051979517898,79.9620877246906,83.2452754256057
"AGAP1",29.086615222483,28.9403588988093,33.3130681524109,32.3358038148852,33.1985643540666,33.4894492319212,38.5002644600362,35.0506422844656
"OR2A9P",2.00597346361952,1.92935725992062,1.80070638661681,1.95974568575062,1.07092143077634,2.0296635898134,0.987186268206057,1.09533257138955
"XLOC_011616",5.01493365904879,3.85871451984124,3.60141277323361,4.89936421437655,3.21276429232902,4.05932717962681,2.96155880461817,3.28599771416865
"SYBU",42.1254427360099,45.3398956081345,52.2204852118874,47.0338964580149,44.9787000926064,45.6674307708016,50.3464996785089,47.0993005697506
"FAM58A",278.830311443113,276.862766798609,285.411962278764,289.062488648216,228.106264755361,220.218499494754,223.104096614569,204.827190849846
"RPUSD1",323.964714374552,339.566877746029,343.93491984381,337.076257949107,967.042051991036,947.85289644286,977.314405523996,972.65532339392
"GATC",28.0836284906732,27.0110016388887,31.5123617657941,28.416312443384,25.7021143386322,26.3856266675743,28.6284017779757,28.4786468561283
"SLC39A6",12.0358407817171,13.5055008194443,12.6049447063176,12.738346957379,12.8510571693161,13.1928133337871,13.8206077548848,14.2393234280641
"ZHX2",8.02389385447807,8.68210766964279,9.00353193308403,8.81885558587779,7.49645001543439,8.11865435925362,6.9103038774424,7.66732799972684
"CSRP1",84.2508854720197,75.2449331369041,89.1349661375319,89.1684287016532,106.021221646858,103.512843080484,96.7442542841936,93.1032685681117
"DNAJA1P5",44.1314161996294,93.57382710615,94.5370852973823,89.1684287016532,6.42552858465805,6.08899076944021,7.89749014564846,7.66732799972684
"ARPC1B",339.009515351698,304.838447067458,303.419026144932,300.82096276272,298.787079186599,312.568192831264,242.84782197869,250.831158848207
"PPM1M",3.00896019542928,2.89403588988093,2.70105957992521,2.93961852862593,4.28368572310537,5.07415897453351,2.96155880461817,3.28599771416865
"FAM60A",123.3673680126,131.196293674602,159.362515215587,130.323088102416,88.8864787544364,88.2903661568831,96.7442542841936,93.1032685681117
"BMPR1A",24.0716815634342,26.0463230089284,25.2098894126353,22.5370753861321,19.2765857539741,21.3114676930407,20.7309116323272,19.7159862850119
"DHTKD1",19.0567479043854,20.2582512291665,20.7081234460933,18.6175840146309,22.4893500463032,21.3114676930407,20.7309116323272,20.8113188564014
"PIP5K1B",4.01194692723903,3.85871451984124,6.30247235315882,5.87923705725186,11.7801357385398,11.1631497439737,12.8334214866787,14.2393234280641
"UBIAD1",36.1075223451513,37.6224665684521,37.8148341189529,41.154659400763,16.0638214616451,16.2373087185072,18.7565390959151,17.5253211422328
"XLOC_007348",3.00896019542928,2.89403588988093,2.70105957992521,2.93961852862593,1.07092143077634,2.0296635898134,0.987186268206057,1.09533257138955
"MPG",185.552545384805,182.324261062498,186.373111014839,206.75316984669,182.056643231978,183.684554878113,175.719155740678,169.77654856538
"URB1",6.01792039085855,5.78807177976186,4.50176596654202,5.87923705725186,6.42552858465805,7.10382256434692,5.92311760923634,7.66732799972684
"YIPF3",3.00896019542928,1.92935725992062,1.80070638661681,1.95974568575062,2.14184286155268,2.0296635898134,1.97437253641211,2.1906651427791
"VRK1",34.1015488815318,36.6577879384918,30.6120085724857,26.4565667576334,21.4184286155268,23.3411312828541,15.7949802912969,16.4299885708432
"XLOC_000017",3.00896019542928,1.92935725992062,1.80070638661681,1.95974568575062,3.21276429232902,3.04449538472011,1.97437253641211,2.1906651427791
"MRPL23",270.806417588635,274.933409538688,255.700306899586,278.283887376588,218.467971878374,215.144340520221,200.39881244583,182.920539422055
"PTTG1",1128.36007328598,1087.19281596527,933.666261460814,919.120726617041,808.545680236138,799.687454386481,735.453769813512,676.915529118741
"SLC25A34",1.00298673180976,0.96467862996031,0.900353193308403,0.97987284287531,6.42552858465805,5.07415897453351,4.93593134103028,4.3813302855582
"NSRP1",14.0418142453366,14.4701794494046,16.2063574795513,13.7182198002543,9.63829287698707,10.148317949067,11.8462352184727,12.048658285285
"KIAA1147",80.2389385447807,84.8917194365072,117.946268323401,98.9671571304063,62.1134429850278,67.9937302587491,75.0261563836603,69.0059519975416
"NAA60",6.01792039085855,4.82339314980155,5.40211915985042,5.87923705725186,3.21276429232902,3.04449538472011,3.94874507282423,4.3813302855582
"XLOC_l2_015773",3.00896019542928,2.89403588988093,1.80070638661681,2.93961852862593,3.21276429232902,3.04449538472011,2.96155880461817,3.28599771416865
"CLDN19",21.0627213680049,22.1876084890871,21.6084766394017,26.4565667576334,25.7021143386322,25.3707948726676,21.7180979005333,25.1926491419596
"PPP1CC",145.433076112415,136.984365454364,170.166753535288,134.242579473917,182.056643231978,175.565900518859,192.501322300181,191.683199993171
"ITPR3",303.904979738357,308.697161587299,275.508077152371,285.142997276715,423.013965156655,433.333176425162,357.361429090593,376.794404558005
"FBXO3",6.01792039085855,4.82339314980155,6.30247235315882,4.89936421437655,12.8510571693161,10.148317949067,13.8206077548848,14.2393234280641
"PRKAG1",41.1224560042001,35.6931093085314,35.1137745390277,36.2552951863865,22.4893500463032,20.296635898134,20.7309116323272,21.906651427791
"RPS5",6662.84085941223,6304.17484679062,6906.60934586876,7203.0452679764,8336.05241716304,7992.81521668519,8050.50401722039,8024.40641799984
"ZNF773",6.01792039085855,5.78807177976186,6.30247235315882,6.85910990012717,6.42552858465805,6.08899076944021,6.9103038774424,5.47666285694775
"HRASLS5",5.01493365904879,4.82339314980155,4.50176596654202,6.85910990012717,4.28368572310537,4.05932717962681,2.96155880461817,4.3813302855582
"PRDX6",844.514828183817,826.729585875985,911.157431628104,871.106957316151,774.276194451295,756.049687205493,753.223122641221,716.347501688765
"ASPH",143.427102648796,142.772437234126,153.060042862429,120.524359673663,131.72333598549,160.343423595259,128.334214866787,138.011903995083
"SLC9A4",12.0358407817171,12.540822189484,13.505297899626,13.7182198002543,8.56737144621073,9.13348615416032,8.88467641385451,9.85799314250594
"MTX2",91.2717925946881,82.9623621765866,98.1384980706159,88.1885558587779,59.9716001234751,57.845412309682,70.09022504263,64.6246217119834
"INPP5A",4.01194692723903,2.89403588988093,3.60141277323361,3.91949137150124,9.63829287698707,9.13348615416032,9.87186268206057,8.76266057111639
"PDZD11",48.1433631268684,44.3752169781742,50.4197788252706,50.9533878295161,35.3404072156193,32.4746174370145,33.5643331190059,32.8599771416865
"NAA11",99.2956864491661,82.9623621765866,90.9356725241487,95.0476657589051,118.872278816174,109.601833849924,115.500793380109,109.533257138955
"XLOC_011331",1.00298673180976,0.96467862996031,0.900353193308403,0.97987284287531,4.28368572310537,4.05932717962681,2.96155880461817,3.28599771416865
"C1GALT1",29.086615222483,30.8697161587299,29.7116553791773,26.4565667576334,39.6240929387246,44.6525989758949,43.4361958010665,40.5273051414133
"NR4A2",10.0298673180976,9.64678629960309,9.90388512639243,8.81885558587779,8.56737144621073,9.13348615416032,9.87186268206057,8.76266057111639
"SRSF8",60.1792039085855,57.8807177976186,66.6261363048218,58.7923705725186,14.9929000308688,17.2521405134139,18.7565390959151,15.3346559994537
"AMPD2",37.1105090769611,36.6577879384918,34.2134213457193,34.2955495006359,48.1914643849354,49.7267579504284,45.4105683374786,48.1946331411402
"C14orf93",62.185177372205,63.6687895773804,60.323663951663,60.7521162582692,42.8368572310537,41.6081035911748,46.3977546056847,42.7179702841924
"C1orf43",180.537611725757,163.030688463292,193.575936561307,178.336857403306,124.226885970056,119.750151798991,117.475165916521,116.105252567292
"LOC100131089",2.00597346361952,1.92935725992062,1.80070638661681,1.95974568575062,5.35460715388171,4.05932717962681,3.94874507282423,4.3813302855582
"HS2ST1",22.0657080998147,23.1522871190474,23.4091830260185,22.5370753861321,35.3404072156193,40.5932717962681,37.5130781918302,37.2413074272447
"LAP3",96.2867262537368,103.220613405753,92.7363789107655,76.4300817442742,88.8864787544364,90.3200297466965,74.0389701154543,70.1012845689311
"TBC1D22A",27.0806417588635,27.0110016388887,24.3095362193269,26.4565667576334,21.4184286155268,22.3262994879474,22.7052841687393,24.0973165705701
"FOS",25.074668295244,25.081644378968,27.9109489925605,25.4766939147581,124.226885970056,127.868806158244,181.642273349914,180.729874279276
"PPP2R3B-AS1",14.0418142453366,17.3642153392856,17.1067106728597,18.6175840146309,27.8439572001849,23.3411312828541,24.6796567051514,31.7646445702969
"MIA2",2.00597346361952,1.92935725992062,1.80070638661681,1.95974568575062,3.21276429232902,3.04449538472011,2.96155880461817,3.28599771416865
"FLJ45340",2.00597346361952,1.92935725992062,1.80070638661681,1.95974568575062,2.14184286155268,2.0296635898134,1.97437253641211,2.1906651427791
"SPRED1",30.0896019542928,27.975680268849,28.8113021858689,23.5169482290074,26.7730357694085,29.4301220522944,28.6284017779757,30.6693119989074
"FOXN2",60.1792039085855,62.7041109474201,54.9215447918126,50.9533878295161,47.120542954159,49.7267579504284,59.2311760923634,53.6712959980879
"CLIC4",19.0567479043854,19.2935725992062,26.1102426059437,24.4968210718828,38.5531715079483,38.5636082064547,43.4361958010665,42.7179702841924
"OMA1",35.1045356133416,35.6931093085314,37.8148341189529,33.3156766577605,12.8510571693161,13.1928133337871,14.8077940230909,15.3346559994537
"PCYOX1",37.1105090769611,44.3752169781742,46.818366052037,45.0741507722643,62.1134429850278,69.0085620536558,62.1927348969816,64.6246217119834
"C19orf63",772.299783493514,839.270408065469,741.891031286124,753.522216171113,864.233594636508,973.223691315527,785.800269492021,794.116114257423
"IARS",67.2001110312538,71.3862186170629,75.6296682379058,69.570971844147,70.6808144312385,77.1272164129094,77.0005289200724,75.5779474258789
"FRAS1",1.00298673180976,0.96467862996031,0.900353193308403,0.97987284287531,1.07092143077634,2.0296635898134,1.97437253641211,2.1906651427791
"TYW1B",11.0328540499073,9.64678629960309,10.8042383197008,10.7786012716284,14.9929000308688,17.2521405134139,18.7565390959151,19.7159862850119
"PDK3",2.00597346361952,2.89403588988093,2.70105957992521,2.93961852862593,3.21276429232902,4.05932717962681,2.96155880461817,3.28599771416865
"TAF4B",4.01194692723903,3.85871451984124,4.50176596654202,4.89936421437655,2.14184286155268,3.04449538472011,2.96155880461817,3.28599771416865
"CCDC84",62.185177372205,71.3862186170629,70.2275490780554,61.7319891011445,176.702036078096,166.432414364699,184.603832154533,192.778532564561
"RNF149",182.543585189376,194.865083251983,186.373111014839,179.316730246182,363.04236503318,384.62125026964,410.66948757372,388.84306284329
"SMARCC2",441.314161996294,464.975099640869,477.187192453454,417.425831064882,456.212529510722,452.614980528389,448.18256576555,443.609691412767
"C21orf33",159.474890357752,151.454544903769,171.067106728597,163.638764760177,101.737535923752,106.557338465204,104.641744429842,98.5799314250594
"SNCG",79.235951812971,72.3508972470232,65.7257831115134,66.6313533155211,59.9716001234751,52.7712533351485,50.3464996785089,46.0039679983611
"HP07349",9.02688058628783,8.68210766964279,8.10317873977563,7.83898274300248,8.56737144621073,9.13348615416032,7.89749014564846,7.66732799972684
"CCDC85C",58.173230444966,66.5628254672613,63.0247235315882,55.8527520438927,162.780057478004,163.387918979979,164.860106790412,146.7745645662
"HSD17B7",31.0925886861025,28.9403588988093,30.6120085724857,31.3559309720099,18.2056643231978,18.2669723083206,21.7180979005333,21.906651427791
"GPX8",2.00597346361952,1.92935725992062,1.80070638661681,1.95974568575062,1.07092143077634,1.0148317949067,0.987186268206057,1.09533257138955
"UBAC1",118.352434353552,116.726114225197,120.647327903326,122.484105359414,168.134664631886,180.640059493393,176.706342008884,164.299885708432
"KCNK15",57.1702437131563,55.951360537698,52.2204852118874,67.6112261583964,74.9645001543439,67.9937302587491,55.2824310195392,63.5292891405939
"ALG14",46.1373896632489,46.3045742380949,49.5194256319622,46.0540236151396,18.2056643231978,20.296635898134,19.7437253641211,18.6206537136223
"ZNF780B",2.00597346361952,2.89403588988093,2.70105957992521,1.95974568575062,5.35460715388171,5.07415897453351,5.92311760923634,5.47666285694775
"BAHD1",116.346460889932,116.726114225197,108.942736390317,107.786012716284,245.241007647782,252.693116931769,252.719684660751,240.973165705701
"LOC441179",2.00597346361952,2.89403588988093,2.70105957992521,1.95974568575062,3.21276429232902,3.04449538472011,1.97437253641211,2.1906651427791
"LOC100286793",1.00298673180976,0.96467862996031,0.900353193308403,0.97987284287531,1.07092143077634,2.0296635898134,0.987186268206057,2.1906651427791
"PLCE1",9.02688058628783,10.6114649295634,10.8042383197008,9.7987284287531,34.2694857848429,36.5339446166413,42.4490095328605,39.4319725700238
"PDE6D",11.0328540499073,9.64678629960309,12.6049447063176,10.7786012716284,26.7730357694085,25.3707948726676,25.6668429733575,24.0973165705701
"LINC00315",5.01493365904879,4.82339314980155,4.50176596654202,6.85910990012717,4.28368572310537,4.05932717962681,2.96155880461817,4.3813302855582
"NSFL1C",47.1403763950587,45.3398956081345,42.3166000854949,43.1144050865136,47.120542954159,48.7119261555217,42.4490095328605,41.6226377128029
"FOXP4",14.0418142453366,15.434858079365,16.2063574795513,18.6175840146309,26.7730357694085,23.3411312828541,26.6540292415635,24.0973165705701
"LOC254128",37.1105090769611,36.6577879384918,32.4127149591025,32.3358038148852,17.1347428924215,19.2818041032273,15.7949802912969,15.3346559994537
"UNC119",12.0358407817171,11.5761435595237,10.8042383197008,11.7584741145037,44.9787000926064,46.6822625657083,41.4618232646544,38.3366399986342
"ZNF814",21.0627213680049,21.2229298591268,20.7081234460933,18.6175840146309,13.9219786000924,14.2076451286938,12.8334214866787,14.2393234280641
"GDF11",4.01194692723903,3.85871451984124,4.50176596654202,4.89936421437655,14.9929000308688,16.2373087185072,13.8206077548848,15.3346559994537
"JMJD6",30.0896019542928,30.8697161587299,30.6120085724857,30.3760581291346,47.120542954159,45.6674307708016,59.2311760923634,56.9572937122566
"XKR9",16.0477877089561,15.434858079365,14.4056510929344,13.7182198002543,11.7801357385398,11.1631497439737,10.8590489502666,12.048658285285
"PRB4",27.0806417588635,28.9403588988093,18.0070638661681,20.5773297003815,40.695014369501,41.6081035911748,26.6540292415635,27.3833142847387
"FLJ39653",2.00597346361952,2.89403588988093,1.80070638661681,1.95974568575062,2.14184286155268,3.04449538472011,1.97437253641211,1.09533257138955
"TRIM4",22.0657080998147,21.2229298591268,23.4091830260185,20.5773297003815,16.0638214616451,15.2224769236005,20.7309116323272,18.6206537136223
"CXCR3",10.0298673180976,10.6114649295634,7.20282554646722,6.85910990012717,2.14184286155268,2.0296635898134,1.97437253641211,2.1906651427791
"NKRF",69.2060844948734,76.2096117668644,75.6296682379058,66.6313533155211,95.3120073390944,97.4238523110434,103.654558161636,98.5799314250594
"ZAK",71.2120579584929,72.3508972470232,71.1279022713638,60.7521162582692,59.9716001234751,58.8602441045887,56.2696172877452,55.861961140867
"IGF2R",56.1672569813465,56.9160391676583,61.2240171449714,59.7722434153939,77.1063430158966,91.3348615416032,93.7826954795754,87.6266057111639
"CCDC51",58.173230444966,54.0220032777773,53.1208384051958,53.8930063581421,53.5460715388171,48.7119261555217,52.320872214921,46.0039679983611
"RAB5A",61.1821906403953,60.7747536874995,68.4268426914386,58.7923705725186,58.9006786926988,57.845412309682,64.1671074333937,61.3386239978148
"FRY",30.0896019542928,28.9403588988093,34.2134213457193,30.3760581291346,102.808457354529,104.52767487539,106.616116966254,109.533257138955
"H3F3A",3243.65909067276,3066.71336464382,3385.3280068396,3222.80178021689,3264.16852100629,3161.20104113438,3048.4311962203,2962.87460560873
"CYB5RL",10.0298673180976,10.6114649295634,12.6049447063176,10.7786012716284,5.35460715388171,5.07415897453351,5.92311760923634,5.47666285694775
"ANKRD20A9P",1.00298673180976,1.92935725992062,1.80070638661681,1.95974568575062,1.07092143077634,1.0148317949067,0.987186268206057,1.09533257138955
"XLOC_l2_007832",2.00597346361952,1.92935725992062,1.80070638661681,1.95974568575062,1.07092143077634,1.0148317949067,0.987186268206057,1.09533257138955
"BAX",245.731749293391,247.9224078998,242.19500899996,224.390881018446,186.340328955083,175.565900518859,178.680714545296,157.727890280095
"STAM",9.02688058628783,8.68210766964279,11.7045915130092,10.7786012716284,13.9219786000924,14.2076451286938,14.8077940230909,15.3346559994537
"SMARCD1",61.1821906403953,58.8453964275789,62.1243703382798,64.6716076297705,67.4680501389095,65.9640666689356,66.1414799698058,66.8152868547625
"HPS1",19.0567479043854,20.2582512291665,18.0070638661681,18.6175840146309,16.0638214616451,16.2373087185072,15.7949802912969,15.3346559994537
"ZNF519",3.00896019542928,2.89403588988093,2.70105957992521,2.93961852862593,9.63829287698707,10.148317949067,9.87186268206057,12.048658285285
"ETV1",2.00597346361952,1.92935725992062,1.80070638661681,1.95974568575062,2.14184286155268,2.0296635898134,2.96155880461817,3.28599771416865
"GOLT1A",17.0507744407659,15.434858079365,14.4056510929344,16.6578383288803,43.90777866183,44.6525989758949,40.4746369964483,39.4319725700238
"WDR45",16.0477877089561,22.1876084890871,15.3060042862429,16.6578383288803,6.42552858465805,7.10382256434692,4.93593134103028,4.3813302855582
"LOC646014",3.00896019542928,1.92935725992062,2.70105957992521,1.95974568575062,3.21276429232902,2.0296635898134,2.96155880461817,3.28599771416865
"BRP44",277.827324711303,246.957729269839,316.023970851249,300.82096276272,304.141686340481,304.449538472011,346.502380140326,337.362431987981
"ORAI3",6.01792039085855,6.75275040972217,5.40211915985042,5.87923705725186,5.35460715388171,6.08899076944021,3.94874507282423,4.3813302855582
"ESRP1",23.0686948316245,24.1169657490077,25.2098894126353,25.4766939147581,13.9219786000924,14.2076451286938,15.7949802912969,15.3346559994537
"DGCR5",1.00298673180976,0.96467862996031,0.900353193308403,0.97987284287531,3.21276429232902,3.04449538472011,1.97437253641211,2.1906651427791
"MYLK",122.364381280791,139.878401344245,95.4374384906907,93.0879200731545,145.645314585582,158.313760005446,109.577675770872,111.723922281734
"XLOC_l2_005692",5.01493365904879,8.68210766964279,10.8042383197008,11.7584741145037,4.28368572310537,4.05932717962681,4.93593134103028,4.3813302855582
"ZNF193",8.02389385447807,8.68210766964279,9.90388512639243,7.83898274300248,11.7801357385398,12.1779815388804,14.8077940230909,14.2393234280641
"ATG4D",6.01792039085855,5.78807177976186,6.30247235315882,6.85910990012717,8.56737144621073,8.11865435925362,8.88467641385451,7.66732799972684
"PDE2A",1.00298673180976,0.96467862996031,0.900353193308403,0.97987284287531,7.49645001543439,7.10382256434692,6.9103038774424,6.5719954283373
"SLC25A12",40.1194692723904,41.4811810882933,47.7187192453454,44.094277929389,56.7588358311461,57.845412309682,63.1799211651876,54.7666285694775
"LCE1A",122.364381280791,127.337579154761,118.846621516709,148.940672117047,96.3829287698707,88.2903661568831,80.9492739928967,85.4359405683849
"MICAL3",1.00298673180976,0.96467862996031,0.900353193308403,0.97987284287531,2.14184286155268,2.0296635898134,1.97437253641211,2.1906651427791
"APOO",68.2030977630636,69.4568613571423,76.5300214312143,66.6313533155211,79.2481858774493,72.0530574383759,78.9749014564846,72.2919497117103
"CDKL5",8.02389385447807,8.68210766964279,9.90388512639243,8.81885558587779,13.9219786000924,15.2224769236005,17.769352827709,16.4299885708432
"LINC00261",20.0597346361952,20.2582512291665,49.5194256319622,43.1144050865136,1.07092143077634,1.0148317949067,2.96155880461817,2.1906651427791
"RAB14",4.01194692723903,2.89403588988093,3.60141277323361,3.91949137150124,3.21276429232902,4.05932717962681,2.96155880461817,3.28599771416865
"DHX36",117.349447621742,119.620150115078,126.049447063176,111.705504087785,98.5247716314234,99.4535159008568,111.552048307284,107.342591996176
"PRR7",183.546571921186,168.818760243054,162.963927988821,171.477747503179,183.127564662754,190.78837744246,184.603832154533,178.539209136497
"RPL27",3674.94338535096,3288.5894495347,3689.64738617784,3627.4892643244,3619.71443602403,3414.90898986105,3648.64044728959,3632.12280672775
"S100A4",1387.1306500929,1230.92993182935,1237.08528760575,1242.47876476589,1215.49582393115,1157.92307798855,1131.31546336414,1100.8092342465
"RAB9BP1",4.01194692723903,3.85871451984124,5.40211915985042,5.87923705725186,8.56737144621073,8.11865435925362,6.9103038774424,7.66732799972684
"BCL2L11",32.0955754179123,33.7637520486108,34.2134213457193,33.3156766577605,81.390028739002,79.1568800027228,81.9364602611027,79.9592777114371
"SAMD1",32.0955754179123,29.9050375287696,28.8113021858689,33.3156766577605,34.2694857848429,33.4894492319212,28.6284017779757,25.1926491419596
"CNN2",182.543585189376,179.430225172618,180.970991854989,170.497874660304,187.41125038586,192.818041032273,195.462881104799,176.348543993717
"RPS6KA1",18.0537611725757,16.3995367093253,14.4056510929344,15.677965486005,28.9148786309612,31.4597856421078,24.6796567051514,26.2879817133492
"PLCG1",6.01792039085855,5.78807177976186,7.20282554646722,6.85910990012717,7.49645001543439,8.11865435925362,8.88467641385451,8.76266057111639
"KIAA0913",84.2508854720197,88.7504339563485,107.1420300037,88.1885558587779,178.843878939649,183.684554878113,190.526949763769,193.87386513595
"FLJ46906",7.02090712266831,7.71742903968248,8.10317873977563,7.83898274300248,11.7801357385398,11.1631497439737,9.87186268206057,10.9533257138955
"SLC12A9",281.839271638542,310.62651884722,321.4260900111,329.237275206104,466.921743818485,496.252747709377,485.69564395738,486.32766169696
"ITPR2",12.0358407817171,14.4701794494046,14.4056510929344,15.677965486005,17.1347428924215,15.2224769236005,18.7565390959151,23.0019839991805
"INPPL1",36.1075223451513,30.8697161587299,31.5123617657941,33.3156766577605,37.482250077172,34.5042810268279,31.5899605825938,32.8599771416865
"XLOC_l2_010228",3.00896019542928,2.89403588988093,2.70105957992521,2.93961852862593,2.14184286155268,2.0296635898134,0.987186268206057,2.1906651427791
"HN1",1923.72855161112,1782.72610816665,1631.43998627483,1553.09845595737,2949.31762035805,2983.6054770257,2914.17386374428,2751.47541933055
"XLOC_000346",2.00597346361952,1.92935725992062,1.80070638661681,2.93961852862593,2.14184286155268,2.0296635898134,1.97437253641211,2.1906651427791
"PRDM8",26.0776550270537,27.975680268849,28.8113021858689,24.4968210718828,8.56737144621073,10.148317949067,6.9103038774424,7.66732799972684
"XLOC_004414",1.00298673180976,1.92935725992062,1.80070638661681,1.95974568575062,1.07092143077634,1.0148317949067,0.987186268206057,2.1906651427791
"P2RX2",2.00597346361952,1.92935725992062,1.80070638661681,2.93961852862593,1.07092143077634,1.0148317949067,0.987186268206057,1.09533257138955
"VTI1B",254.758629879679,245.028372009919,284.511609085455,257.706557676207,205.616914709058,185.714218467927,207.309116323272,191.683199993171
"ZSCAN2",5.01493365904879,4.82339314980155,5.40211915985042,5.87923705725186,6.42552858465805,7.10382256434692,7.89749014564846,6.5719954283373
"SMOX",33.098562149722,37.6224665684521,38.7151873122613,42.1345322436383,167.063743201109,155.269264620725,170.783224399648,151.155894851758
"ATP5C1",164.4898240168,152.419223533729,182.771698241606,165.598510445927,126.368728831608,120.764983593898,120.436724721139,129.249243423967
"LAMA3",53.1582967859172,61.7394323174598,54.9215447918126,51.9332606723914,156.354528893346,162.373087185072,163.872920522205,167.585883422601
"RIOK2",22.0657080998147,21.2229298591268,23.4091830260185,21.5572025432568,24.6311929078559,27.400458462481,32.5771468507999,30.6693119989074
"XLOC_l2_015697",2.00597346361952,1.92935725992062,1.80070638661681,1.95974568575062,3.21276429232902,2.0296635898134,2.96155880461817,3.28599771416865
"TMEM53",13.0388275135269,12.540822189484,12.6049447063176,13.7182198002543,6.42552858465805,6.08899076944021,5.92311760923634,7.66732799972684
"TIRAP",2.00597346361952,1.92935725992062,1.80070638661681,1.95974568575062,2.14184286155268,1.0148317949067,0.987186268206057,1.09533257138955
"LRCH4",54.161283517727,65.598146837301,62.1243703382798,63.6917347868952,61.0425215542515,60.8899076944021,51.333685946715,55.861961140867
"FAM59B",1.00298673180976,0.96467862996031,0.900353193308403,0.97987284287531,3.21276429232902,3.04449538472011,2.96155880461817,2.1906651427791
"CTBP2",143.427102648796,137.949044084324,144.956864122653,147.960799274172,169.205586062662,167.447246159606,171.770410667854,168.681215993991
"TADA2B",7.02090712266831,7.71742903968248,7.20282554646722,6.85910990012717,7.49645001543439,8.11865435925362,7.89749014564846,7.66732799972684
"LOC152217",481.433631268684,461.116385121028,441.173064721117,423.305068122134,376.964343633272,399.843727193241,383.02827206395,362.555081129941
"SLMAP",49.1463498586782,52.0926460178567,53.1208384051958,48.0137693008902,65.3262072773568,66.9788984638423,64.1671074333937,64.6246217119834
"STXBP5",3.00896019542928,3.85871451984124,3.60141277323361,2.93961852862593,2.14184286155268,3.04449538472011,2.96155880461817,3.28599771416865
"DNAJC4",6.01792039085855,5.78807177976186,5.40211915985042,6.85910990012717,4.28368572310537,3.04449538472011,2.96155880461817,4.3813302855582
"GPATCH2",12.0358407817171,13.5055008194443,10.8042383197008,10.7786012716284,13.9219786000924,15.2224769236005,14.8077940230909,16.4299885708432
"LOC553137",2.00597346361952,1.92935725992062,1.80070638661681,1.95974568575062,1.07092143077634,1.0148317949067,0,0
"NUDT2",35.1045356133416,30.8697161587299,36.9144809256445,36.2552951863865,23.5602714770795,24.3559630777609,26.6540292415635,24.0973165705701
"TIPIN",96.2867262537368,93.57382710615,108.042383197008,91.1281743874038,89.9574001852127,88.2903661568831,107.60330323446,93.1032685681117
"AP4M1",10.0298673180976,10.6114649295634,10.8042383197008,11.7584741145037,5.35460715388171,5.07415897453351,5.92311760923634,5.47666285694775
"ZNF324B",38.1134958087708,40.516502458333,39.6155405055697,35.2754223435112,61.0425215542515,65.9640666689356,70.09022504263,63.5292891405939
"PRELID1",1098.27047133169,1013.87724008829,1044.40970423775,1136.65249773536,1144.81500949991,1106.16665644831,1145.13607111903,1110.667227389
"BCKDHA",159.474890357752,163.030688463292,170.166753535288,181.276475931932,201.333228985952,192.818041032273,194.475694836593,190.587867421782
"ZC3H12C",2.00597346361952,1.92935725992062,1.80070638661681,0.97987284287531,1.07092143077634,1.0148317949067,0.987186268206057,1.09533257138955
"NMUR2",14.0418142453366,12.540822189484,13.505297899626,13.7182198002543,26.7730357694085,26.3856266675743,26.6540292415635,26.2879817133492
"FLJ25917",15.0448009771464,18.3288939692459,13.505297899626,13.7182198002543,8.56737144621073,9.13348615416032,6.9103038774424,9.85799314250594
"COPZ2",2.00597346361952,1.92935725992062,1.80070638661681,1.95974568575062,2.14184286155268,2.0296635898134,0.987186268206057,1.09533257138955
"NDUFA8",624.86073391748,582.665892496027,661.759597081676,628.098492283074,590.077708357764,598.750758994954,616.991417628786,569.572937122566
"FSIP1",2.00597346361952,1.92935725992062,2.70105957992521,1.95974568575062,1.07092143077634,2.0296635898134,0.987186268206057,2.1906651427791
"XLOC_l2_014504",103.307633376405,103.220613405753,160.262868408896,141.101689374045,623.276272711831,613.973235918555,666.350731039088,646.246217119834
"CAMSAP1",7.02090712266831,7.71742903968248,7.20282554646722,7.83898274300248,11.7801357385398,12.1779815388804,12.8334214866787,13.1439908566746
"SYPL1",217.648120802718,218.98204900099,211.583000427475,187.155712989184,160.638214616451,177.595564108673,161.898547985793,165.395218279822
