"","rownames(res)","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"LOC100507217","LOC100507217",7.22965766962174,-1.18705477828303,0.545745756655904,-2.17510583235093,0.0296221865099857,0.0702015994025734
"HIPK3","HIPK3",5.53439170595903,-1.18676882637804,0.620453379598058,-1.91274455970705,0.0557807616775717,0.118518503878681
"CXCR4","CXCR4",141.543277879901,-1.18621936109901,0.153006907109414,-7.75271772698961,8.99464109231355e-15,1.48977907277134e-13
"SS18","SS18",19.1650990051703,-1.18562307916851,0.338895156996765,-3.49849519737997,0.000467891516100257,0.00183169903122295
"DYNC1LI1","DYNC1LI1",6.38175286945797,-1.18547141038258,0.579910884177809,-2.04423031663448,0.0409307995339091,0.0916281672863214
"SNORA11B","SNORA11B",4.67880915694728,-1.18272815468135,0.67834995757024,-1.74353685952562,0.0812398815917618,0.161564519928117
"PRSS16","PRSS16",9.37560080160398,-1.18272756482641,0.48462280715379,-2.44051156356553,0.0146664763944144,0.0385965961764345
"C17orf89","C17orf89",276.503040222517,-1.1810818675989,0.107800455686952,-10.956186224562,6.20598891801069e-28,2.50781769048287e-26
"FAM165B","FAM165B",18.6665060809206,-1.18093872003725,0.341255962214747,-3.46056582388473,0.000539041431533907,0.00208108772531191
"XLOC_014270","XLOC_014270",8.47849873033059,-1.17869416304801,0.505735189633247,-2.33065483124238,0.0197715677337671,0.0496825908814795
"TRNT1","TRNT1",8.4860955960558,-1.17763024469491,0.503188107898595,-2.34033798933148,0.0192662953361945,0.0486590019259009
"HMGA1P4","HMGA1P4",20.8001055921882,-1.17758759930492,0.325248233785395,-3.6205810731071,0.000293942124837245,0.00120855885590453
"FAM136A","FAM136A",205.641433647794,-1.17713361004536,0.114326798517244,-10.2962177312068,7.32863608293696e-25,2.42169905637149e-23
"CHURC1","CHURC1",3.81312449527982,-1.17585252230243,0.759751759851452,-1.5476798928802,0.121699385472392,0.222957803451714
"AVEN","AVEN",68.9989272628835,-1.17543675592953,0.182064685221438,-6.45614911260742,1.07400789676317e-10,1.16955275511158e-09
"MDC1","MDC1",84.2610884753255,-1.17517775835736,0.172826885077761,-6.79973927568388,1.0480865481015e-11,1.28061285330872e-10
"COG8","COG8",11.4411325361257,-1.17509337505096,0.432797083201936,-2.71511389669576,0.00662529805364343,0.019339642882437
"DHFRL1","DHFRL1",8.4738328584639,-1.17478774258243,0.503890466447225,-2.33143474784411,0.0197304470665382,0.0495885496149637
"C9orf23","C9orf23",267.261152083492,-1.17469058708423,0.0972384966230812,-12.080509550015,1.33887439088185e-33,7.45325262575554e-32
"LOC100507100","LOC100507100",12.2814016120181,-1.17466757402232,0.42060328218887,-2.79281599494232,0.00522514050891731,0.0157140742137715
"LOC157860","LOC157860",12.2674203037432,-1.17400311193689,0.419920512604805,-2.79577462090252,0.00517754929163107,0.0155894105327251
"RABEP2","RABEP2",111.274332534403,-1.17383607075979,0.146454988919948,-8.01499545639521,1.10141087437711e-15,1.97811623703392e-14
"PTTG3P","PTTG3P",17.359793241493,-1.17218313015244,0.354375557794218,-3.30774260349273,0.000940512098323937,0.00343251096602664
"PTPN18","PTPN18",32.5552592787871,-1.17115812871706,0.261130788106719,-4.48494847048994,7.29315576556961e-06,4.05490997724334e-05
"NHEJ1","NHEJ1",7.61154245176426,-1.17113076855963,0.533518179673383,-2.1951093949162,0.0281557514538501,0.0673098388466642
"GPRIN2","GPRIN2",2.9525712087347,-1.17016344007478,0.853374328578746,-1.37121940617036,0.170306570427103,0.291135696846331
"TACSTD2","TACSTD2",53.2229364746093,-1.17007112255006,0.209850167616789,-5.57574547515607,2.46472076714182e-08,2.01258026853163e-07
"TRIM66","TRIM66",6.76862693860533,-1.16976673819623,0.560387390915892,-2.08742515830766,0.0368497197740562,0.0841920709279186
"FAM120C","FAM120C",2.9496819726179,-1.16897754849016,0.847568040756232,-1.37921381208187,0.167828840731396,0.287486175594026
"SLC17A9","SLC17A9",124.944253493524,-1.16858894361991,0.174404465596492,-6.70045310837167,2.07774266850328e-11,2.45378482752113e-10
"C5orf30","C5orf30",32.0288462783819,-1.16748894908134,0.268271981283525,-4.35188551370734,1.34971740147649e-05,7.11784931533358e-05
"IPO8","IPO8",68.3207524611158,-1.16589350250351,0.180714966128464,-6.45156030782041,1.10704378620627e-10,1.20357369819638e-09
"TMEM56-RWDD3","TMEM56-RWDD3",2.94164129303641,-1.165766509705,0.846701030713412,-1.37683369621358,0.168563670287366,0.288523883717185
"DNAJC17","DNAJC17",8.86236343147798,-1.16562846225977,0.491189518089271,-2.37307275365742,0.0176407887744523,0.0450969554493239
"DET1","DET1",53.9042122781956,-1.165420013768,0.20305668902113,-5.73938253098735,9.50223667095840e-09,8.18241381114107e-08
"USP16","USP16",56.4129393000418,-1.16466925750666,0.20527298456018,-5.67375809340957,1.39698367857349e-08,1.17947973768043e-07
"TMEM30B","TMEM30B",64.8012564794528,-1.16419513438805,0.187530953951929,-6.20801584940731,5.36577404871695e-10,5.40850673460455e-09
"E2F3","E2F3",47.1263950530278,-1.16392677764229,0.220610859216954,-5.27592695016728,1.32086700518939e-07,9.67818227286776e-07
"DKK1","DKK1",50.883940225198,-1.16300393768765,0.220502383955339,-5.2743372512617,1.33236695204237e-07,9.75711519028411e-07
"GULP1","GULP1",5.89449729909545,-1.16198080702541,0.603460904244239,-1.92552789891278,0.0541633491273093,0.115684234306583
"MRPL19","MRPL19",111.246137965204,-1.15935072820731,0.151343249262653,-7.66040595702612,1.85346269672927e-14,2.96377300826221e-13
"SNRNP35","SNRNP35",26.0490643411992,-1.15763242065723,0.289334370292079,-4.00101937246037,6.30701935278187e-05,0.000296323128105844
"XLOC_l2_002761","XLOC_l2_002761",41.9816893546427,-1.15693455912984,0.232648382594875,-4.97288889880006,6.596246781137e-07,4.35722534789434e-06
"TMEM19","TMEM19",16.3750187294339,-1.15493366846989,0.363770670555871,-3.17489495979723,0.00149890749814535,0.00522456300210912
"NETO2","NETO2",28.5558574772563,-1.15462616334906,0.277346651632948,-4.16311556873287,3.13934370014804e-05,0.000154900460026429
"ZFAT","ZFAT",5.05776518737764,-1.15451122391254,0.655341091562408,-1.76169515200099,0.0781208173998145,0.156536793952448
"UBIAD1","UBIAD1",27.6603091064524,-1.1537976807988,0.280945168249202,-4.10684294016891,4.01103766340864e-05,0.00019461873885096
"LOC100270746","LOC100270746",18.4318021393174,-1.15343427932032,0.342179233832136,-3.37084827271009,0.000749371180250759,0.00279887632356464
"ARPM1","ARPM1",2.08739156591826,-1.15333720183645,1.00040806153019,-1.15286676126174,0.248965076833094,0.391570256239848
"LOC100652787","LOC100652787",2.08739156591826,-1.15333720183645,1.00040806153019,-1.15286676126174,0.248965076833094,0.391570256239848
"APOBEC1","APOBEC1",2.08739156591826,-1.15333720183645,1.00040806153019,-1.15286676126174,0.248965076833094,0.391570256239848
"HNRNPH3","HNRNPH3",79.2409246535933,-1.15305055031396,0.183514532174154,-6.28315663426439,3.31766490555355e-10,3.44236599945138e-09
"SLC37A1","SLC37A1",68.6624117681683,-1.15274467836096,0.183856844492568,-6.26979475005379,3.61524333348376e-10,3.73093112015524e-09
"SPR","SPR",120.615371021867,-1.15248647110155,0.137305028779311,-8.39362171471475,4.71391171282404e-17,9.51005105853344e-16
"TAF9B","TAF9B",11.2987685183745,-1.15073352560315,0.436231007072179,-2.63789943160264,0.00834213174469832,0.0237215005271031
"LOC100506639","LOC100506639",22.6037599537855,-1.15070334807399,0.309472556053065,-3.71827267254251,0.000200589688842399,0.000854049909714259
"RNF6","RNF6",2.09084725675584,-1.15067915124825,1.00039540757123,-1.15022434383408,0.250051482129373,0.392774930833353
"XLOC_007348","XLOC_007348",2.09084725675584,-1.15067915124825,1.00039540757123,-1.15022434383408,0.250051482129373,0.392774930833353
"XLOC_l2_010245","XLOC_l2_010245",2.09084725675584,-1.15067915124825,1.00039540757123,-1.15022434383408,0.250051482129373,0.392774930833353
"RBM26-AS1","RBM26-AS1",2.09084725675584,-1.15067915124825,1.00039540757123,-1.15022434383408,0.250051482129373,0.392774930833353
"FBXL22","FBXL22",4.19674639757687,-1.15041400671696,0.71546214486195,-1.60793134197049,0.107850216623539,0.202649650731289
"HIST1H2AH","HIST1H2AH",331.713003443335,-1.15025559177036,0.113197541588158,-10.1614891598555,2.9454282335623e-24,9.3639490951355e-23
"WDFY3","WDFY3",7.12873253174175,-1.15013565732326,0.548872324079833,-2.09545208760786,0.0361308233590737,0.082845859884692
"EAPP","EAPP",28.867613706628,-1.15008959889566,0.274164388462699,-4.19489053755108,2.73003396060649e-05,0.000136461011980241
"USP22","USP22",67.3692759387546,-1.15008065838202,0.183095721121135,-6.2813082214037,3.35735772386711e-10,3.48085867259669e-09
"MINA","MINA",4.16829886647823,-1.14930748578754,0.712920856513549,-1.6121109030364,0.106937808575934,0.20118884305914
"DHRS3","DHRS3",251.972884653271,-1.14920034785036,0.105650297527679,-10.8773981213757,1.47719332262651e-27,5.8460252555626e-26
"XLOC_007725","XLOC_007725",68.6386634795962,-1.14871829800444,0.19497487424041,-5.8916222025,3.82422695337288e-09,3.4619317683165e-08
"CENPBD1","CENPBD1",33.458083488211,-1.14814663261289,0.255059361817006,-4.50148790631979,6.74794052962798e-06,3.78629737120406e-05
"LOC400236","LOC400236",4.18870571799538,-1.14811718658291,0.711608518705966,-1.61341124565332,0.106655191560459,0.200713431052758
"ZNF202","ZNF202",6.26286379334004,-1.1477107340829,0.58503301745533,-1.96178796724158,0.0497871751701895,0.107828116584763
"XLOC_012895","XLOC_012895",21.8011556436484,-1.14760432510131,0.324161248076982,-3.54022676032138,0.000399783370849958,0.00158918331950312
"CCDC102A","CCDC102A",13.7706079377003,-1.14639527732992,0.395313170138541,-2.89996732698826,0.0037320155935198,0.0117092425637656
"XLOC_010777","XLOC_010777",2.07456237360559,-1.1463226936046,1.00803661124548,-1.13718359116765,0.255461545044409,0.398498402885044
"XLOC_l2_009311","XLOC_l2_009311",4.18102796914739,-1.14599593383095,0.720574439843361,-1.59039215168397,0.111746438304534,0.208220863374115
"UBXN4","UBXN4",14.6176682372821,-1.14555264921141,0.383776793921137,-2.9849450705631,0.00283629251044105,0.00918014482993417
"XLOC_013517","XLOC_013517",2.09785846123954,-1.14554891858969,1.00037042553504,-1.14512473514699,0.252157490472892,0.39483483802338
"LOC100129387","LOC100129387",11.7076645753783,-1.14436605804185,0.430018992574289,-2.66119887215017,0.00778629530106794,0.0223159448321144
"LOC100289196","LOC100289196",10.4207596832454,-1.14434137898726,0.455528475422931,-2.51211821154496,0.012000888136176,0.0324408453022238
"C10orf32","C10orf32",26.2539319859414,-1.14355870453242,0.293771015610188,-3.89268731007089,9.91399004244746e-05,0.000448435908325945
"PAN3","PAN3",2.10090985381619,-1.14341880904301,1.00036006110885,-1.14300725658278,0.253035578201148,0.395886334361119
"HPS6","HPS6",264.424552549563,-1.14329331999176,0.114519650632305,-9.98338113746612,1.80218749965396e-23,5.38488808359856e-22
"SLC12A8","SLC12A8",9.58927910463577,-1.14260801115658,0.472618719574896,-2.41761056816436,0.0156227867984295,0.0407264555873353
"ETV2","ETV2",28.7689307077535,-1.14126541481503,0.27550372640869,-4.14246816074656,3.4358807945038e-05,0.000168601963200669
"HSP90AB5P","HSP90AB5P",221.855133425343,-1.1399871477051,0.116708993337631,-9.76777465989445,1.54815110801536e-22,4.36344438343154e-21
"HEXIM2","HEXIM2",43.2605306444353,-1.13982326707148,0.227636583946539,-5.00720599171867,5.52258152182071e-07,3.68428412216542e-06
"CCNB1","CCNB1",399.020597779191,-1.13976689955658,0.141295810446853,-8.06653004043096,7.23242927187684e-16,1.31477332129403e-14
"RBM26","RBM26",14.9438486910034,-1.13857155170329,0.385892577609071,-2.95048834252709,0.00317272017057018,0.0101369882849177
"UNK","UNK",27.8760513155798,-1.13785553140873,0.281870084314811,-4.03680842603326,5.41832783736414e-05,0.000257408945701407
"FAM47E","FAM47E",5.40542333524134,-1.13726933533384,0.628598657606338,-1.80921375121048,0.0704178021027117,0.143859484240898
"CAND1","CAND1",16.2241491597922,-1.13677413884806,0.363519533709482,-3.12713357449603,0.00176519708017621,0.00603975619169703
"BRPF3","BRPF3",5.40253409912453,-1.13667952482375,0.626070870216821,-1.81557644493202,0.0694353696279556,0.142133799043127
"N6AMT2","N6AMT2",28.6570917207681,-1.13410669043582,0.273925454624997,-4.14020190999922,3.47000259339572e-05,0.000170151881553352
"SH3D19","SH3D19",159.716192784173,-1.13393499365805,0.127074616042728,-8.92337926306839,4.52272730778513e-19,1.04255858352655e-17
"C5orf35","C5orf35",15.3536559170513,-1.13275345728251,0.374212817869277,-3.02703008339552,0.00246969378159304,0.0081010786733135
"LOC400604","LOC400604",6.62803955660407,-1.13275265943301,0.566700239895148,-1.99885685533253,0.0456238440565509,0.100375449633107
"MEIS2","MEIS2",23.2066940603518,-1.13270135401154,0.30599119904702,-3.70174487873911,0.000214121862457545,0.000906201547864489
"PDCL3","PDCL3",53.0951530768344,-1.13263232646309,0.204006208450051,-5.55195028165234,2.82499950592531e-08,2.29420056728171e-07
"SVIP","SVIP",3.32451603468136,-1.13235281651424,0.793250304288122,-1.427484881371,0.153440179936284,0.267761895684858
"ZNF532","ZNF532",3.32451603468136,-1.13235281651424,0.793250304288122,-1.427484881371,0.153440179936284,0.267761895684858
"FAM192A","FAM192A",27.8083390393621,-1.13168158197412,0.284236673802371,-3.98147630576684,6.84885494095495e-05,0.000318710502559319
"MKRN7P","MKRN7P",3.32162679856456,-1.13139183381612,0.792966014377074,-1.42678477173438,0.153641941920858,0.267904898987552
"CN5H6.4","CN5H6.4",3.32162679856456,-1.13139183381612,0.792966014377074,-1.42678477173438,0.153641941920858,0.267904898987552
"KLRC3","KLRC3",3.32162679856456,-1.13139183381612,0.792966014377074,-1.42678477173438,0.153641941920858,0.267904898987552
"AADACL3","AADACL3",3.32162679856456,-1.13139183381612,0.792966014377074,-1.42678477173438,0.153641941920858,0.267904898987552
"UNKL","UNKL",38.1662121250742,-1.1309805657554,0.241493874614728,-4.68326812661289,2.82336802511302e-06,1.69099577789805e-05
"C8orf40","C8orf40",11.1790510082674,-1.13088101200223,0.441799028557694,-2.55971819515794,0.0104757071349532,0.0289658052189884
"LACE1","LACE1",6.63810215366443,-1.13042375452081,0.564072222354938,-2.00404081201059,0.045065688791055,0.0993919580504345
"PGBD2","PGBD2",16.561644390077,-1.13033241776406,0.371378915179732,-3.04360956307126,0.00233758303727537,0.00772339655634377
"LOC100507564","LOC100507564",4.5580621717424,-1.12988561410119,0.681820869020131,-1.65715903610429,0.0974873260198877,0.187834261939224
"QTRTD1","QTRTD1",55.514387171739,-1.12948168446496,0.202071434380177,-5.58951683561542,2.2770229059597e-08,1.8661294628195e-07
"TFCP2","TFCP2",28.9596752229383,-1.12942341680765,0.276527630586749,-4.08430584101554,4.42087728434117e-05,0.000213040551891958
"ISCA1","ISCA1",3.31168684236869,-1.12787751169387,0.795854689324051,-1.41719025699506,0.15642730957202,0.272088636457747
"HNRNPM","HNRNPM",103.807921329019,-1.12745870093933,0.174788449027039,-6.45041881895136,1.11541469155593e-10,1.21133724743425e-09
"DBR1","DBR1",7.86475972710625,-1.1272254642263,0.519773726551165,-2.16868496163848,0.0301066098710947,0.0712112619941125
"LOC100652772","LOC100652772",4.5471322560441,-1.12706620996141,0.680692712504141,-1.65576359090895,0.0977697037172233,0.188324241933994
"NCAPG","NCAPG",10.3513495356335,-1.12579758382621,0.461191094667283,-2.44106531293366,0.0146440060415283,0.0385525873338195
"ABCA11P","ABCA11P",4.54828437200638,-1.12560305998709,0.68067224092064,-1.65366382278886,0.0981958371158005,0.188955156446583
"ABHD15","ABHD15",9.08068815912343,-1.12444608165525,0.484717522025492,-2.31979664559374,0.0203518806331868,0.0509499590548299
"NUF2","NUF2",27.7193918417497,-1.12437863882574,0.292809845926019,-3.83996185398022,0.00012305342890735,0.000546469646547836
"RNASEH2B","RNASEH2B",60.7654518322092,-1.12416304827742,0.194724551340422,-5.77309353411801,7.78292091041891e-09,6.77144402945396e-08
"TREX1","TREX1",51.6691888516447,-1.12304614953322,0.206919405800281,-5.42745686510035,5.71626755108022e-08,4.45092544778249e-07
"PHF19","PHF19",313.458757718729,-1.12161887380345,0.0984188689081878,-11.3963804527136,4.35866243550938e-30,1.95571288410682e-28
"C11orf85","C11orf85",1.25128648296938,-1.11851825153772,1.36528539062108,-0.81925600260682,0.412640369151108,NA
"TMEM129","TMEM129",47.7491432200476,-1.11763819528385,0.228939636765209,-4.88180295502982,1.05120269371188e-06,6.72529105333264e-06
"ZMYM1","ZMYM1",9.47928132919786,-1.11635272278159,0.476369089973225,-2.34346171126328,0.0191057231639366,0.0482898232794599
"DUS3L","DUS3L",79.4814322666123,-1.11581272340894,0.166820499979828,-6.68870266869993,2.25157667263323e-11,2.64510968827035e-10
"LIPN","LIPN",1.24839724685257,-1.11540120720898,1.33239762798212,-0.837138391561258,0.402514782674271,NA
"ZBTB45","ZBTB45",130.927911999903,-1.11530043161142,0.133884143266719,-8.33033998200633,8.06105230467638e-17,1.59274046715078e-15
"LOC642366","LOC642366",14.3992257298266,-1.11446026622477,0.386592271133839,-2.88277947967289,0.00394183286660891,0.0122654038269012
"MRPL15","MRPL15",160.416576466021,-1.11444110542298,0.125493392984798,-8.88047632561806,6.65746622653554e-19,1.51641030382344e-17
"TMEM80","TMEM80",181.276653520599,-1.11423675999287,0.129519409913974,-8.60285543867857,7.77568898878924e-18,1.6584839979904e-16
"MRPS18B","MRPS18B",34.9589723822446,-1.11399690822963,0.249813497978355,-4.45931431745997,8.22222690021768e-06,4.52087688907051e-05
"ZWINT","ZWINT",169.112995392499,-1.11397208456872,0.123062151426599,-9.05210961822938,1.40232425735885e-19,3.31809210524274e-18
"ATP6V1E2","ATP6V1E2",1.22360618086517,-1.11377757695374,1.31244956584883,-0.848625048866851,0.396089964145401,NA
"XLOC_005924","XLOC_005924",1.22360618086517,-1.11377757695374,1.31244956584883,-0.848625048866851,0.396089964145401,NA
"SLC43A2","SLC43A2",16.4411410655441,-1.11373088602109,0.36717983203256,-3.03320277656843,0.0024197294509772,0.00795663978291914
"SRBD1","SRBD1",10.6762391659353,-1.11312865305565,0.447306206854776,-2.48851600089029,0.0128277464690572,0.0344194093257742
"RWDD3","RWDD3",10.684483369504,-1.11309705900466,0.447884297903607,-2.48523349493314,0.012946648560094,0.0346968112429526
"RPL23AP7","RPL23AP7",965.987748360224,-1.1128352044344,0.0969630835692146,-11.4768957779692,1.7235811584848e-30,7.97364304214898e-29
"HIST1H2AC","HIST1H2AC",3.69767104165713,-1.11277168918415,0.75860166142681,-1.46687220153354,0.142410823869201,0.253057432189299
"C1orf31","C1orf31",138.912406072868,-1.11276937387036,0.132886242615281,-8.37384933135586,5.57660491296354e-17,1.11665270913909e-15
"KLK10","KLK10",6.17603946467159,-1.11178648205039,0.601273197933619,-1.84905378432174,0.0644500468330536,0.133641704530486
"OTUD4","OTUD4",11.9212035400062,-1.11145647652388,0.424986219914331,-2.61527650648984,0.00891552472571481,0.0250986412092342
"PARVA","PARVA",33.6717079301811,-1.11108820005433,0.254388246895991,-4.36768684721747,1.25569359494712e-05,6.65076402282296e-05
"CTPS2","CTPS2",3.69098325231157,-1.11063810697341,0.754061354364384,-1.47287498629285,0.140784747972746,0.250844241865991
"XLOC_000363","XLOC_000363",3.69732817926596,-1.11003267795259,0.758408945985043,-1.46363341813017,0.14329413659061,0.253987863191918
"FAM173B","FAM173B",20.523223194727,-1.10929159673779,0.323969643424648,-3.42406030704479,0.000616929286114346,0.00235267859650656
"CCNT2","CCNT2",2.43587814777111,-1.10920763886388,0.942995649203629,-1.17625955093284,0.239491174101522,0.380058385586234
"CEP41","CEP41",9.84136433235782,-1.10820819938238,0.469253212059555,-2.36164222407439,0.0181941915384353,0.04629993810312
"TMX4","TMX4",33.2370221964967,-1.10782448809247,0.258911372502238,-4.27877878590633,1.8792151250829e-05,9.64850750788835e-05
"PYY2","PYY2",49.7060561083459,-1.10750470545585,0.219116827829059,-5.0544027879039,4.31739593260807e-07,2.92241088959989e-06
"SENP6","SENP6",1.22376833732501,-1.10745044959575,1.31191332757925,-0.844149096068131,0.398586095605308,NA
"RRAGB","RRAGB",1.22376833732501,-1.10745044959575,1.31191332757925,-0.844149096068131,0.398586095605308,NA
"ARID1B","ARID1B",19.6594545072134,-1.10734904148344,0.330553600045961,-3.3499833047635,0.000808164312801694,0.00299778140609275
"LCE1E","LCE1E",3.68005333661328,-1.10719017841662,0.75674757744772,-1.46309048276155,0.143442621725092,0.254217465398129
"ACTR8","ACTR8",4.92810772107468,-1.1071576751347,0.653637794519396,-1.69383974491372,0.0902957393559649,0.17659003486875
"C14orf162","C14orf162",6.17418218653122,-1.10676719502794,0.588397628623628,-1.880985138599,0.0599739404832998,0.12616450254105
"TMEM87A","TMEM87A",11.0738423765073,-1.1065189220843,0.437141917021839,-2.53125787987296,0.0113654253840808,0.0310294153343157
"INO80C","INO80C",9.81758515600452,-1.10626642321207,0.467250516842881,-2.36760877374068,0.0179034563996079,0.0456293258087272
"XLOC_004050","XLOC_004050",1.24706442495897,-1.10612969256274,1.31113371447158,-0.843643695798439,0.398868539184039,NA
"NAE1","NAE1",124.507752195964,-1.10526593199026,0.140006301290367,-7.89440133625119,2.91712055340491e-15,5.023888234208e-14
"LOC100505932","LOC100505932",4.92006704149319,-1.10522521326853,0.652815027854588,-1.69301435492493,0.090452734849604,0.176845510163551
"LOC100289255","LOC100289255",47.8694529193249,-1.10494999668342,0.237085533586927,-4.66055427324626,3.15358989028397e-06,1.87704356557452e-05
"XPO1","XPO1",91.3177684673064,-1.10450676098439,0.163718106839609,-6.74639343384571,1.51565292079496e-11,1.82204297360083e-10
"MUC20","MUC20",22.5297283109567,-1.10419021100567,0.312550866997756,-3.53283362037066,0.000411131124132504,0.0016304271833762
"SRSF1","SRSF1",4.91527852876201,-1.10410811124754,0.654663482203804,-1.68652772189272,0.0916942002071363,0.178855683335118
"XLOC_l2_015938","XLOC_l2_015938",2.46279208270249,-1.10292922578394,0.925145666008377,-1.19216818097697,0.233195307128331,0.371959129762654
"CLK4","CLK4",3.69646086062802,-1.10239217104066,0.753924335383028,-1.4622053159759,0.1436849553353,0.2544644324527
"EBAG9","EBAG9",40.4075867845876,-1.10069030489813,0.234777388861341,-4.68822960437727,2.75578727931314e-06,1.65421217625347e-05
"HLA-F-AS1","HLA-F-AS1",682.866299270911,-1.09983141013647,0.129124193200704,-8.51762464394993,1.6285903595801e-17,3.37699664051416e-16
"DLL1","DLL1",2.44840647616662,-1.09956765551314,0.953660067216226,-1.15299748129627,0.248911418310885,0.391570256239848
"ZBTB8A","ZBTB8A",12.6611491797503,-1.09927251113709,0.410668231251201,-2.67678974774331,0.00743312637847304,0.0214457684932461
"DBIL5P","DBIL5P",1.23077954180872,-1.09854727897433,1.31096600926691,-0.837967781932531,0.402048798351836,NA
"ZBTB16","ZBTB16",1.23902374537748,-1.09832324981487,1.31071269521521,-0.837958809603602,0.402053837629154,NA
"ALKBH4","ALKBH4",25.686300086528,-1.09763942250184,0.291839391296677,-3.76110783957197,0.000169162474802892,0.000730442150613323
"SP5","SP5",112.782794581483,-1.0969431036882,0.150631173433892,-7.28231134818597,3.28148649597276e-13,4.60025316927591e-12
"KIF15","KIF15",33.8431488859756,-1.09630442051541,0.261530639758097,-4.19187756176269,2.76655299868689e-05,0.00013792670022439
"TFB2M","TFB2M",72.9433297269112,-1.09628156523456,0.180495782497069,-6.07372399547543,1.2497746291622e-09,1.20625729675108e-08
"MRPL54","MRPL54",95.8185820783074,-1.09601143373635,0.156792524473756,-6.99020209933415,2.74490547343656e-12,3.53205761398166e-11
"SUGT1","SUGT1",22.8325984362806,-1.09557788854168,0.31240108882039,-3.50695925125781,0.000453258551967701,0.00177960688709355
"CHM","CHM",10.1887828212991,-1.09545654391929,0.45977433176159,-2.38259613084997,0.0171910428866931,0.0441153464743448
"TRPC6","TRPC6",7.74164859297791,-1.09433959576958,0.52706852992986,-2.07627572815855,0.0378684568214743,0.0858616218889469
"NLRX1","NLRX1",59.5179439149337,-1.09380256868917,0.203376043575551,-5.37822719657165,7.52228540843623e-08,5.73081661327324e-07
"NUP50","NUP50",27.3076741074464,-1.09336886024917,0.282372208348924,-3.8720838238376,0.0001079088259006,0.000484830813222523
"ZNF678","ZNF678",6.52555800450088,-1.09326837014907,0.566476293426314,-1.92994549434094,0.0536135916248102,0.114553264092762
"TDP1","TDP1",41.1107979863455,-1.09100917093523,0.230749303002256,-4.72811469738033,2.26614167565785e-06,1.37942634848574e-05
"XLOC_l2_002767","XLOC_l2_002767",65.8673529344111,-1.09042728730135,0.185950983356448,-5.86405765443637,4.51690525045615e-09,4.04801608818435e-08
"MECOM","MECOM",27.6328253268022,-1.0902348095017,0.280506252461491,-3.88666847863354,0.000101629399012733,0.000458768511828676
"CYP20A1","CYP20A1",25.1743148860478,-1.09003548683247,0.294405141422398,-3.70250153093808,0.00021348407198348,0.000903787412347861
"EP300","EP300",11.7894852715756,-1.08972050179082,0.427135309060075,-2.55123020428535,0.0107343397710601,0.0295697243369074
"PION","PION",4.07715152833426,-1.08927081980247,0.730199787381556,-1.49174354556925,0.135766388742968,0.243866899367473
"COL4A2","COL4A2",43.1081736046905,-1.08866558591974,0.22610506596138,-4.81486596194039,1.47298726784404e-06,9.21286582069727e-06
"KBTBD2","KBTBD2",21.540307374284,-1.08804136692339,0.316608281077575,-3.43655372253766,0.00058916549800111,0.00225706576847027
"SMYD5","SMYD5",25.9963898728463,-1.08783401143721,0.289033983584183,-3.76368895431417,0.000167425112394713,0.000723872158519972
"XLOC_l2_004222","XLOC_l2_004222",14.6013489403232,-1.087243515137,0.385958297516013,-2.81699738581702,0.0048474920233091,0.0147035842154002
"ZNF614","ZNF614",18.6695091044366,-1.08721747792869,0.340310720619192,-3.19477880670497,0.00139938047042157,0.0049194394030247
"MTRNR2L8","MTRNR2L8",212.417750361502,-1.08692555866743,0.16614512210265,-6.54202509776901,6.06913141597934e-11,6.80798219705509e-10
"ZNF239","ZNF239",44.2273072114268,-1.08633638641387,0.226190743785156,-4.80274465804713,1.56505411822418e-06,9.75232979567839e-06
"OSCP1","OSCP1",2.84002705957115,-1.08617273376237,0.869085565616751,-1.24978802632807,0.211376991187323,0.34503391090998
"C11orf71","C11orf71",16.2305990113419,-1.0860161692666,0.362066579093235,-2.9994929992888,0.00270429338301064,0.00879747818294635
"GCNT3","GCNT3",198.806421513735,-1.0854383310964,0.110533632131129,-9.81998248106709,9.2359595247825e-23,2.64199643890154e-21
"TMEM109","TMEM109",108.617982922453,-1.08533325406715,0.164008248884934,-6.61755284533652,3.65193687856968e-11,4.16973490748007e-10
"ALG5","ALG5",329.836107313896,-1.08463303042927,0.093717770232104,-11.5733977424243,5.62116169630911e-31,2.70299302213918e-29
"SRCRB4D","SRCRB4D",16.6423843044624,-1.08328678001276,0.357691452775182,-3.02855092456915,0.00245729658171341,0.00806830419487692
"ASPSCR1","ASPSCR1",37.6913529985631,-1.08242825262381,0.239633855899072,-4.51700886989734,6.27192792222045e-06,3.54142192779922e-05
"CASP8","CASP8",14.9938207757728,-1.08203870154369,0.376999699023383,-2.87013147317281,0.00410301161219909,0.0127009699559905
"ADCK2","ADCK2",6.88744023338718,-1.081626301388,0.552469253560123,-1.95780361426085,0.0502530611706858,0.108583518870337
"LOC100129534","LOC100129534",15.4112619002626,-1.08145237565737,0.375546869599336,-2.87967351934301,0.00398087169470388,0.0123656806335141
"XLOC_011488","XLOC_011488",2.82909714387286,-1.08137645374015,0.856641411829518,-1.26234435880314,0.206824901405134,0.339254539338706
"C19orf54","C19orf54",2.82909714387286,-1.08137645374015,0.856641411829518,-1.26234435880314,0.206824901405134,0.339254539338706
