"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sig","gene_name"
"57",780.28176443601,-1.1398028749038,0.233958268310032,-4.8718213001704,1.10574160500898e-06,0.000292496388132521,"yes","221710"
"58",684.544232501151,1.28103786362812,0.265278664046905,4.82902712221747,1.37201721966534e-06,0.000350089311870344,"yes","9965"
"59",14573.0328969456,1.25134553226345,0.260216476864766,4.80886355599139,1.51790764894467e-06,0.000381068267029416,"yes","4254"
"60",203.11750896823,1.61872392283505,0.337588199656564,4.79496595106646,1.62702463605462e-06,0.000401978388256986,"yes","100532742"
"61",3245.43981768982,1.23908478123259,0.259076968621867,4.78268982312004,1.72964918953137e-06,0.000420656088047747,"yes","57402"
"62",1684.31129713113,-1.11664444631257,0.234287221500902,-4.76613465795987,1.87793775003988e-06,0.000439438528463361,"yes","79801"
"63",138.062577262217,1.60893955559187,0.337680809427525,4.76467572533816,1.89157606212947e-06,0.000439438528463361,"yes","649446"
"64",1179.83331065377,1.16985820042745,0.245805739857176,4.75927942572535,1.94285313618453e-06,0.000441980266096077,"yes","4199"
"65",609.176279733223,-1.33548508913701,0.280707003772322,-4.7575766589002,1.95930860010468e-06,0.000441980266096077,"yes","3909"
"66",2497.60701259661,1.25221645318555,0.264463173008739,4.73493696282683,2.19123193472552e-06,0.000487236072342895,"yes","3783"
"67",2334.98166165527,-1.02088622409317,0.21611818605176,-4.72374048081576,2.31545862677531e-06,0.000507607232757151,"yes","6653"
"68",857.491279910031,-1.0770481082105,0.228812767410896,-4.70711543065412,2.51246654922644e-06,0.000528466781604183,"yes","80315"
"69",171.9302719367,-1.49947875325649,0.31839141351586,-4.70954520003661,2.48270153805699e-06,0.000528466781604183,"yes","117854"
"70",1118.03969069205,-1.06716334979226,0.226514449928812,-4.71123740727201,2.46217204886216e-06,0.000528466781604183,"yes","5155"
"71",1044.90852153346,-1.0449542507579,0.223180800582414,-4.68209742070547,2.83954466675198e-06,0.000581546220236771,"yes","3977"
"72",383.881905025977,-1.26821177533413,0.270760872698373,-4.6838812517306,2.81493127360555e-06,0.000581546220236771,"yes","28962"
"73",3467.80090928779,-1.1563662454736,0.247118506415779,-4.67939962184784,2.87716175376794e-06,0.000581597697368805,"yes","3014"
"74",907.943423513492,-1.09765140957907,0.236379990634511,-4.64358851454668,3.42409195795869e-06,0.000666199891570338,"yes","50515"
"75",4468.22688269276,1.36724517153439,0.294970720003543,4.63518945717042,3.56610713501579e-06,0.000676908018981961,"yes","51200"
"76",1852.98318797936,1.36522179235812,0.29513070021961,4.62582100520971,3.73117430483672e-06,0.000699707566925102,"yes","1244"
"77",675.516960058245,-1.55830625269659,0.339594092246499,-4.58873192518752,4.45946667339479e-06,0.000826328556802261,"yes","4603"
"78",540.846696548478,-1.13762360463902,0.24894422322943,-4.56979314434852,4.88205845640797e-06,0.000883595812488257,"yes","57405"
"79",6815.03491554696,-1.22696185173048,0.268789260536724,-4.56477260021647,5.00036060890737e-06,0.000894604745720037,"yes","3673"
"80",5995.70702610564,1.00471733433335,0.221095838360647,4.54426162782168,5.51281523569063e-06,0.000960672902760615,"yes","4493"
"81",30376.3230903222,-1.31210218738609,0.289308945579047,-4.53529767204376,5.75222985200232e-06,0.000983884149960616,"yes","595"
"82",929.691091423295,1.0193178239827,0.224983917254651,4.53062528389071,5.88093671373949e-06,0.000993121390189997,"yes","84263"
"83",4399.91076464969,1.30154669309,0.287839536854466,4.52177872196922,6.13221457963905e-06,0.00101540340353279,"yes","51703"
"84",658.923198208109,1.51694406775602,0.336053420799813,4.51399680487009,6.36171755286308e-06,0.00104231719695067,"yes","57761"
"85",68.8454772626744,-2.01335486050932,0.447724267808297,-4.49686337165753,6.89632718292624e-06,0.00110661167631182,"yes","84632"
"86",1458.06221876895,1.11629526482228,0.248707128699264,4.48839271580389,7.17625481864302e-06,0.00112420518219584,"yes","26298"
"87",121.604348978849,-2.18186397203611,0.486261313025943,-4.48701945556525,7.22264813489136e-06,0.00112420518219584,"yes","170261"
"88",290.553245524221,1.61936708619293,0.36165341444134,4.47767675218669,7.54597443400751e-06,0.0011629019016369,"yes","113622"
"89",220.163901049454,1.47487197346492,0.329738688632503,4.47285084920283,7.71836152739251e-06,0.00117780683503789,"yes","8544"
"90",285.58630040893,-1.41464689255375,0.317576967142903,-4.4545009207711,8.4088568280441e-06,0.00124651291931911,"yes","100008588"
"91",900.232507015413,1.03965433252208,0.233637048073589,4.44986932121577,8.59225546682472e-06,0.00125425790327488,"yes","55245"
"92",1500.11541046751,-1.02829980003135,0.23126083827365,-4.44649343878348,8.72833317184352e-06,0.00125793060944208,"yes","8507"
"93",227.722653943727,-1.29659578374272,0.29240897778624,-4.43418595953841,9.24208285769221e-06,0.00131421357182073,"yes","5414"
"94",207.184363223747,-1.41893032244483,0.320074563016213,-4.43312429789353,9.28772842276137e-06,0.00131421357182073,"yes","55796"
"95",133.352759963727,-1.52898703382826,0.3454330491739,-4.42629052861277,9.58673870163406e-06,0.00134430259361202,"yes","22979"
"96",1089.38431779952,-1.00753578472195,0.229074629381988,-4.398286215458,1.09109029613967e-05,0.00151632325530482,"yes","4758"
"97",866.101933675052,1.7713409198836,0.403163152689351,4.39360816599346,1.11484679694781e-05,0.00152455485911254,"yes","91947"
"98",671.053935092227,-1.08967348334086,0.248246298899502,-4.38948531426845,1.13619250663061e-05,0.00152455485911254,"yes","23568"
"99",150.846175015499,1.4380062753479,0.327559982363383,4.39005480758828,1.13322095117171e-05,0.00152455485911254,"yes","90317"
"100",2963.17159877751,1.06799395056412,0.24488787883191,4.36115480953298,1.29377783535783e-05,0.00169318028690938,"yes","8751"
"101",693.553916393876,-1.00333549209286,0.230754062875625,-4.34807292053466,1.37338944971361e-05,0.00176667824667705,"yes","8506"
"102",381.207400288755,-1.37210601800343,0.316002865477578,-4.34206827817764,1.41147651050353e-05,0.00177341506053388,"yes","6674"
"103",272.93974587088,-1.19546340172509,0.275175366583462,-4.34436925284337,1.39676402876415e-05,0.00177341506053388,"yes","11098"
"104",578.080647090682,1.17465879201142,0.270542682045195,4.34186126614651,1.41280737234951e-05,0.00177341506053388,"yes","770"
"105",74.6497926687684,-1.91492554833716,0.442044617611519,-4.33197345255326,1.4777876378868e-05,0.00182875817563213,"yes","283554"
"106",483.060674673595,1.05826463421574,0.2443134662001,4.33158536316207,1.48039531082331e-05,0.00182875817563213,"yes","7023"
"107",702.785961529693,1.26108778056995,0.292556302538042,4.31058148339144,1.6282581554601e-05,0.00196463861935942,"yes","100128338"
"108",494.742217068586,1.12543220567832,0.263161958353796,4.27657634377869,1.8978949066057e-05,0.00223793441070589,"yes","135398"
"109",146.554882993295,1.49180936543249,0.349685527849595,4.26614556972498,1.98879041211186e-05,0.00231011363914337,"yes","2272"
"110",993.64913449323,1.4072111370545,0.329733957352334,4.26771676279261,1.97483844737266e-05,0.00231011363914337,"yes","10553"
"111",370.81848212292,-1.64874292450929,0.386854847391839,-4.26191615699028,2.02681490366612e-05,0.00231965985114435,"yes","221662"
"112",660.175525259799,1.00475064028663,0.235941504916225,4.25847347478515,2.05827637059521e-05,0.00232686980128219,"yes","5087"
"113",57.6740276004461,-2.10952563445916,0.495431121139363,-4.25795947095088,2.06301337987113e-05,0.00232686980128219,"yes","5027"
"114",614.254981602711,-1.077285479156,0.25334921892288,-4.25217604276067,2.11703334826849e-05,0.00237062043638843,"yes","10855"
"115",161.756977093355,-1.69764867435371,0.399409885001103,-4.25039223640902,2.13396487615218e-05,0.00237251166409348,"yes","5243"
"116",83.2645065041982,-1.73642810461482,0.411646674726265,-4.21824883140256,2.4620702720512e-05,0.00269874111158288,"yes","100288866"
"117",397.848904851479,1.095966780745,0.261013383934406,4.1988911228415,2.6822524123999e-05,0.00287925922751755,"yes","9183"
"118",221.33426165006,-1.24661375171096,0.297328382694906,-4.19271695628914,2.75633263677742e-05,0.002938514896674,"yes","109864273"
"119",61.5481653350426,2.26925452909175,0.542234164150117,4.18500839512486,2.85155562375613e-05,0.00299895022187595,"yes","107986178"
"120",296.079811056817,-1.13225548864098,0.271675176903058,-4.16768105775451,3.07714075234492e-05,0.00319304638734991,"yes","90427"
"121",270.787496246981,-1.27478669784085,0.306195261521207,-4.16331295104826,3.13662991360418e-05,0.00321195030297691,"yes","106631781"
"122",1199.06254794363,-1.12055257523346,0.270761755111311,-4.13851865738128,3.49555450780274e-05,0.0035330068775292,"yes","1062"
"123",290.791776550137,-1.40255158549714,0.341180914049501,-4.11087352117725,3.94165080983598e-05,0.00390775763408262,"yes","11339"
"124",158.486412991687,1.35590023408314,0.330646668469208,4.10075274721667,4.11808380671642e-05,0.0040140452027989,"yes","100507053"
"125",55.3776042744665,2.3792510618992,0.580539205637465,4.09834691403253,4.16111304304534e-05,0.0040140452027989,"yes","105369634"
"126",563.327629721439,1.18845803179217,0.28991357422755,4.09935283285272,4.14307016554167e-05,0.0040140452027989,"yes","6817"
"127",1553.01001948253,1.00358909019222,0.246196383134948,4.07637625465085,4.5742980810919e-05,0.00423803271620211,"yes","7483"
"128",94.0763083134636,-1.6304796189759,0.399758530681022,-4.07866122631139,4.52957849406697e-05,0.00423803271620211,"yes","8534"
"129",650.94945869019,-1.21086821781957,0.297778302528135,-4.06634132688417,4.77569749045645e-05,0.00434700183853536,"yes","6498"
"130",3024.56638136096,1.16570082180089,0.286853000108394,4.06375677214602,4.82891459138064e-05,0.00436988695435115,"yes","11054"
"131",668.26273064343,1.75256783989506,0.431739808429275,4.05931490605678,4.92169029061651e-05,0.00442809880771364,"yes","105372860"
"132",81.4141200986214,-1.66913308714611,0.412605453901468,-4.04534906498038,5.22452180723625e-05,0.00467354493848461,"yes","105371441"
"133",148.138761168766,1.43620651378988,0.355680856653871,4.03790782360693,5.39300347331265e-05,0.00479669137497779,"yes","105370503"
"134",400.719782243184,-1.01449528600701,0.251914492719935,-4.02714141236356,5.64590789571656e-05,0.00490521171864319,"yes","116931"
"135",217.409120227015,1.20191967681466,0.298405332980985,4.02780896979226,5.62990569383038e-05,0.00490521171864319,"yes","9628"
"136",336.226032710551,-1.11338485411639,0.277623997091593,-4.01040567739203,6.06145117167124e-05,0.00515321656392988,"yes","10389"
"137",842.647895277748,-1.03822667990252,0.259145609649576,-4.00634485495023,6.16655974551857e-05,0.00517383045435765,"yes","51083"
"138",95.5327385844042,1.72098181572896,0.435203980587122,3.95442572332916,7.67187001205402e-05,0.00628487667040109,"yes","105371692"
"139",103.20039635336,-1.73656067451104,0.43995504153065,-3.94713211711215,7.9092916344344e-05,0.00644545153350636,"yes","10788"
"140",256.462914878781,-1.22437558280764,0.311753885730016,-3.92737873961246,8.58766933092467e-05,0.00685472169927397,"yes","81575"
"141",258.79381890983,1.30690261281511,0.333197552936607,3.92230555505837,8.77056673389698e-05,0.00693097378782254,"yes","57476"
"142",127.722751316712,1.80618666672622,0.461536350891919,3.91342234091803,9.09971745997959e-05,0.00708185511322911,"yes","2022"
"143",780.745038764217,-1.41033954805141,0.360337948845241,-3.91393566115105,9.08038400110664e-05,0.00708185511322911,"yes","9582"
"144",725.080561584858,1.30929081006738,0.33577436647661,3.89931734160113,9.6464277040664e-05,0.00746998244844743,"yes","80022"
"145",1117.68266919867,-1.02843963032444,0.264215621200937,-3.89242553354674,9.92469677017863e-05,0.0076097490260015,"yes","144455"
"146",150.901770630717,-1.31776352969268,0.339149833333655,-3.88549071877699,0.000102123394757906,0.00779191489905294,"yes","222171"
"147",435.614904012318,1.05484928956453,0.272198594477038,3.87529293305559,0.000106496507646846,0.008046690007394,"yes","84878"
"148",50.950314727413,-1.96695665721385,0.508737743652643,-3.86634701622778,0.000110477710999327,0.00830717667490106,"yes","51702"
"149",43.4822591662703,2.08733218113348,0.540118763399509,3.86458001939389,0.000111280505138849,0.00832731280041438,"yes","728279"
"150",183.740047456657,-1.32191356758507,0.34260810843095,-3.8583837774274,0.000114139322210639,0.00841980355549097,"yes","8850"
"151",874.028940533732,1.03379936259148,0.268783256354542,3.8462193538865,0.000119954382587573,0.00848677256807082,"yes","101928034"
"152",139.924826966033,-1.38413432412435,0.359555073395043,-3.84957528496227,0.000118322812548373,0.00848677256807082,"yes","10882"
"153",2088.4598493921,1.06170415701208,0.275962682251577,3.84727437909229,0.000119439183308134,0.00848677256807082,"yes","1591"
"154",479.7682728986,-1.05095637366703,0.272909642179949,-3.85093163170125,0.000117669347346786,0.00848677256807082,"yes","55879"
"155",178.256208257707,-1.20317028485158,0.313272292191493,-3.8406533703789,0.000122707279744847,0.00860332796949796,"yes","11151"
"156",193.639346030186,-1.19283359469599,0.311292032072283,-3.83187962362946,0.000127167961180561,0.00883647015971175,"yes","5698"
"157",105.838478995602,1.8201344632663,0.478267630364781,3.80568189797427,0.000141414039514822,0.00969651773148988,"yes","102723566"
"158",146.188613978821,1.35442515787075,0.355884329896695,3.80580161611472,0.000141345646621252,0.00969651773148988,"yes","100272228"
"159",30.4971566941767,-2.76872485005174,0.728935619966519,-3.79831191426606,0.000145684918410045,0.00990212120110196,"yes","26047"
"160",1657.43669362593,-1.17719405516143,0.310780248747825,-3.7878663779455,0.000151946525610869,0.0102383016066371,"yes","83786"
"161",132.996698417192,-1.56011174897114,0.414618994598418,-3.76275995382748,0.000168048485058693,0.0112445417037426,"yes","2861"
"162",614.376316590152,1.17350183334966,0.311995503666363,3.7612780298416,0.000169047398565741,0.0112445417037426,"yes","9120"
"163",78.8429556180707,1.64995631842922,0.438544951574912,3.76234252042774,0.000168329299226443,0.0112445417037426,"yes","105372862"
"164",42.420893439075,-2.11359831741041,0.564022162398506,-3.74736749425293,0.000178700181983877,0.0116379428141383,"yes","55214"
"165",189.435524059891,1.27417313843067,0.340282680654914,3.74445486316956,0.000180785872698571,0.0117247171189719,"yes","102724009"
"166",230.9588539631,-1.24894158036734,0.334118766782405,-3.73801685069883,0.00018547751819511,0.0119063879393651,"yes","57088"
"167",319.085151189969,-1.01162590124701,0.270671375850696,-3.73746909168935,0.000185881931851316,0.0119063879393651,"yes","10580"
"168",235.852764510199,-1.08054212704335,0.291839617703273,-3.70252036220108,0.000213468221679381,0.0132376287633782,"yes","80139"
"169",187.888884345292,1.12312019354546,0.303422096967405,3.70151088127938,0.000214319463435356,0.0132376287633782,"yes","100233156"
"170",116.546425802948,1.3039111319156,0.353876468034279,3.68465057639631,0.000229016604981151,0.0138164475059365,"yes","1290"
"171",180.087749327656,1.12915871228692,0.306423655074503,3.68495934823434,0.000228739146088659,0.0138164475059365,"yes","8631"
"172",224.748020036392,-1.21708771482536,0.330820196806706,-3.67900063712402,0.000234149683210861,0.0139483376430624,"yes","58480"
"173",103.738310773625,-1.44069536549125,0.391812263787584,-3.67700426618679,0.000235989095275442,0.0139483376430624,"yes","105373424"
"174",4799.52212210807,-1.13550126766213,0.309116605319702,-3.67337518632409,0.000239367623447056,0.0139938494279785,"yes","1303"
"175",293.351643076509,-1.22170272056766,0.33327147789073,-3.66578840859648,0.000246577742751147,0.0141622972912236,"yes","374393"
"176",173.835466207373,-1.14320600754459,0.312331576514798,-3.66023192499854,0.000251987063993826,0.0142107922139996,"yes","100505385"
"177",174.647148366617,-1.14177469356184,0.311890919910086,-3.66081415223949,0.00025141508031169,0.0142107922139996,"yes","29970"
"178",184.566643947098,1.91784901591602,0.523822912633289,3.66125453786449,0.000250983251797187,0.0142107922139996,"yes","4558"
"179",109.541432178403,1.38896370979719,0.380362430606837,3.65168480909435,0.000260525515601381,0.01458661744725,"yes","59"
"180",195.283602392092,-1.35791475521914,0.372094350505664,-3.64938288736118,0.000262871047666312,0.0146651894513482,"yes","414149"
"181",314.801115204499,-1.20197508184332,0.329991566010603,-3.64244182472438,0.000270064023918605,0.0149336697821197,"yes","4091"
"182",229.962009974181,1.2603550379132,0.346490459355709,3.63748843260158,0.000275309552419266,0.0150887083922742,"yes","7857"
"183",388.307376430564,1.05159569791292,0.29023242397949,3.62328813402059,0.00029088147884298,0.0157207299242743,"yes","3382"
"184",57.849645180852,-1.78554856701702,0.494341126556208,-3.61197657062425,0.000303872026109945,0.0161425531959089,"yes","735301"
"185",152.11427298117,-1.30741869320986,0.361905071843401,-3.61260119000373,0.000303140749990952,0.0161425531959089,"yes","11013"
"186",195.440349936373,1.10401387900498,0.306027797415849,3.6075607782282,0.000309089148874038,0.0162532858183257,"yes","23401"
"187",699.220780406639,1.25520985412792,0.348116017608494,3.60572277814455,0.000311285310734606,0.0163136560996099,"yes","5002"
"188",1259.25000639239,1.13082758746167,0.315294134504029,3.58657984310591,0.000335043510025009,0.0171544481366423,"yes","4567"
"189",85.2661645760439,1.54055606293574,0.429775242717755,3.58456213809287,0.00033764417456997,0.0171746129973254,"yes","115111"
"190",664.885928759396,1.33385142340206,0.373142928561776,3.57463942447788,0.000350710886836297,0.0176164763489701,"yes","79413"
"191",243.458409146946,1.06228551394476,0.298910660455676,3.55385623358282,0.000379626676181834,0.0185043561782984,"yes","84223"
"192",158.827990112222,1.15180344191393,0.324150332992985,3.55330019648278,0.000380430065984933,0.0185043561782984,"yes","10333"
"193",254.211372126101,-1.00620113160128,0.283088327933903,-3.55437166535603,0.000378883371510583,0.0185043561782984,"yes","109910380"
"194",243.008047763493,-1.04231206856115,0.293613507040795,-3.54994591041187,0.000385310309729805,0.0186253259967218,"yes","26018"
"195",4517.19214413827,1.08486371777843,0.306931212949149,3.53454999690162,0.000408470151152791,0.0192545170940915,"yes","1509"
"196",283.068079441191,-1.06682589613585,0.302036212602751,-3.53211254684543,0.000412253858334019,0.0192694633782853,"yes","127343"
"197",581.004939151297,-1.14423248918455,0.323895315284127,-3.532723183047,0.00041130289311823,0.0192694633782853,"yes","4900"
"198",645.668201141035,1.03455981340855,0.293109122935347,3.52960632220497,0.00041617844189986,0.0193553206151855,"yes","8204"
"199",240.765835184137,-1.06432295139777,0.301842475310409,-3.52608740802047,0.000421747748464903,0.0195372134073102,"yes","10472"
"200",157.464116389706,1.22518010639452,0.348256498903569,3.51803946301592,0.000434747705634652,0.0199948773545841,"yes","401320"
"201",107.765035012606,1.39673165897172,0.397112649211527,3.51721775104609,0.000436095869262572,0.0199948773545841,"yes","4577"
"202",43.179633514479,2.13699563280476,0.608439796402981,3.5122548614315,0.000444321690032373,0.0200305224345215,"yes","10457"
"203",502.816164472649,-1.01953867874009,0.290633602375223,-3.50798624249859,0.000451512398605349,0.0201948002422191,"yes","161176"
"204",798.889303070633,1.01401611939814,0.290517843802558,3.49037465694287,0.000482343818075631,0.0210675050866864,"yes","100507217"
"205",163.565607467895,1.11647620195771,0.32124702325321,3.47544450576182,0.000510007500936564,0.0221121636548123,"yes","92249"
"206",86.0392217281715,1.45142858825473,0.419162339248159,3.46268844395258,0.000534807267188143,0.0227439210759111,"yes","54494"
"207",148.321003590327,1.12725349085243,0.326923591630132,3.44806407280561,0.000564620079972394,0.0238812813716585,"yes","933"
"208",168.42067411065,-1.10840404068977,0.321804609213911,-3.44433861092707,0.000572458279924651,0.0239524546425462,"yes","109864280"
"209",712.840357706357,-1.12067090589056,0.326438674017429,-3.43302125357465,0.00059689530616943,0.0245686567472293,"yes","7052"
"210",206.198464712223,1.06610368352039,0.310806179163637,3.43012383598427,0.000603305839592186,0.0247117247190852,"yes","196996"
"211",264.43964980711,1.03079203629075,0.300728402502223,3.42765108886957,0.000608827407033665,0.0247909290690276,"yes","150967"
"212",38.0873614313726,-1.96078766346563,0.573862350871443,-3.41682576054704,0.000633558144815249,0.0254814793903084,"yes","6591"
"213",101.812526741671,1.3400636394045,0.39333174188281,3.40695524086069,0.000656918987550053,0.0262852031907881,"yes","85294"
"214",154.203531919165,-1.47080754105301,0.433093463511139,-3.39605111822515,0.000683655905176411,0.0271456738879358,"yes","100874530"
"215",53.6389028087129,1.6337762486394,0.481829937534926,3.39077363477643,0.000696956406329542,0.0275035291852263,"yes","105373886"
"216",197.467046364315,1.18006043981726,0.348752948414115,3.3836572427082,0.000715272363873055,0.0279729003610153,"yes","79922"
"217",155.551096200445,-1.18597656085554,0.351136075175248,-3.37754120041249,0.000731369958118419,0.028459433495283,"yes","58985"
"218",50.1762551027373,1.72413257506881,0.513321452076803,3.35877756149347,0.000782880565726593,0.0300877432235418,"yes","15"
"219",455.659662793637,-1.10289597518581,0.328928072506299,-3.35300045016586,0.000799405765495974,0.0304969380881001,"yes","8321"
"220",180.944236782577,1.06457731358911,0.31839657360549,3.34355769452523,0.000827114933616795,0.0310085576760896,"yes","55170"
